vraag,antwoord
twee van de hoogste berijdbare bergpassen in Ladakh (India), Kardung La en Chang La
iconisch Chinees bergmassief met mistzeeën en pijnbomen, Huangshan of Gele Berg
Belgische politici die pleitten voor culturele autonomie van Wallonië en Vlaanderen respectievelijk, Jules Destrée en Hippoliet Meert.
de beruchte plundering van Antwerpen in 1576 door Spaanse troepen, Spaanse Furie
Spaanse aanval en verwoesting van een henegouwse stad in 1554, Beleg van Binche
Belgische overlevende van Auschwitz en getuige van de Holocaust, Regine Beer
Spaanse conquistador en vroege ontdekkingsreiziger van de Caribische kust, Alonso de Ojeda
Venetiaans-Engelse ontdekkingsreiziger die verkende Noord-Amerika rond 1497, John Cabot
Spaanse navigator en cartograaf en maker van de oudste wereldkaart met Amerika, Juan de la Cosa
bijzonder hete Surinaamse chilipeper, Madame Jeanette
extreem hete Indiase chilipeper ook bekend als ‘ghost pepper’, Naga Jolokia
Nederlandse auteur en illustrator van kinderboeken en poëzie, Joke Van Leeuwen
Belgische stripreeks over een roodharige politieagente in Chicago, Rubine
principe dat alle internetverkeer gelijk behandeld moet worden, Netpariteit
een onderzeese datakabel die continenten verbindt voor internetverkeer, Triton
het vervellen van reptielen en insecten wanneer ze groeien, ecdysis
Vlaamse volksfiguur een soort huiskobold of beschermgeest, Kinneke Baba
Franse populistische anti-belasting-beweging uit de jaren 1950, Poujadisme
oudere weduwe van adel die leeft van haar erfdeel, Douairière
schaakterm waarmee je aangeeft dat je een stuk mag rechtzetten zonder zet te doen, J’adoube
ongeregelde strijder of sluipschutter buiten het reguliere leger, franc-tireur
Andes-moedergodin van de aarde en vruchtbaarheid, Pachamama
Griekse oergodinnen van respectievelijk de nacht en de aarde, Nyx en Gaia
Germaanse vruchtbaarheidsgodin geassocieerd met vrede en natuur, Nerthus
Keltische moeder- en vruchtbaarheidsgodinnen en godin van vuur/poëzie, Danu en Birgid
Tante van Arno en kunstenares, Ines van den Kieboom
Franse kunstschilderes voormalig model bekend voor expressieve portretten, Suzanne Valadon
Franse kunstenares bekend van haar kleurrijke sculpturen en “Nanas”, Niki de Saint Phalle
traditioneel Beiers vrouwenkleed en equivalent voor mannen, dirndl en snelzeiker
twee klassieke Griekse kledingstukken voor vrouwen, Chiton en Peplos
traditioneel Zuid-Afrikaans katoen met karakteristieke patronen, Shweshwe
lang los traditioneel gewaad gedragen door vrouwen in Arabische landen, Abaya
Brits fotograaf bekend om zijn dromerige soft-focus beelden, David Hamilton
Franse presentatrice en schrijfster bekend om haar getuigenis over misbruik, Flavie Flament
Welk gebergte in Afrika vormt wellicht de Maanbergen waar Ptolemaeus naar verwees?,Rwenzori
Bergmassief op de grens van Slovenië en Italië,julische alpen
Hoogste bergmassief en piek zwitserland,Monte Rosa en Dufourspitze
hoogste tafelberg ter wereld in het hoogland van Guyana,Roraima
belangrijkste pas die Pakistan met Afghanistan verbindt,Khyberpas
Hoe heet de hoogste actieve vulkaan ter wereld gelegen in Chili, Ojos del Salado
Welke grote inslagkrater in Arizona is bekend als “Meteor Crater”?, Baringer Crater
Hoe heet het grote bergmassief in het noorden van Tsjaad, Enedi-massief
Welke twee ketens omringen de historische regio Bactrië, Hindu Kush en Pamir
Hoe heet de bergketen die de ruggengraat vormt van Kamsjatka, Sredny range
op welk russisch japans eiland wonen de ainu,sachalin
Noem drie grote eilanden van de Filipijnen, Luzon Mindanao en Palawan
Welke atollen vind je voor de kust van Thailand, Langkawi
welk Luiks fort ken je naast Eben-Emael en Aubin-Neufchateau,Battice
Hoe heet het soldatenkerkhof nabij Bastogne, Mardasson
Hoe heet de door mineralen gekleurde berg in Peru, Vinicunca
Tussen de kleine en de grote Kaukasus liggen twee riviervalleien, de Rioni en de Koera
wat is de hoogste top van Antwerpen behalve de hoge maai,beerzelberg
welk Limburgs natuurgebied is ontstaan door zinkwinning en is een populair decor voor films en series,Lommelse Sahara
welke twee rivieren voeden het Aral-meer?, syr daria en amu darya
hoe heet de filmische baai in Vietnam,ha long bay
hoe heet ‘s werelds grootste boeddhistische tempel in Indonesië,Borobudur 
Hoe heet het mangrovebos in de Gangesdelta, Sundarbans
Welke Iraanse stad ooit beroemd om zijn tapijten en architectuur wordt vaak lyrisch bezongen in reisverhalen?,Ispahaan
Hoe heet de grootste hangbrug ter wereld, Huajiang
Hoe noemen we de methaanbrand nog behalve de poorten van de hel, krater van Derweze
Welk groot meer is een broedplaats voor vogels nabij Chimay, Virelles
Hoe heten de twee grootste eilanden van Svalbard na Spitsbergen zelf, Nordaustlandet en Edgeoya
Hoe heten de twee eilanden van Nova Zembla, Yuzhny en Severny
Op welk eiland ligt Odense, Fyn
Wat is het tweede grootste en noordelijkste eiland van Denemarken, Vendsyssel-Thy
Wat is het vierde grootste eiland van Denemarken, Lolland
Welk Deens eiland staat bekend om zijn witte krijtrotsen, Mön
Wat zijn naast Lampedusa de twee andere Pelagische Eilanden, Linosa en Lampione
Wie is de vrouwelijke president van Namibië, Nandi-Ndaitwah
Wie is de vrouwelijke president van IJsland, Tomasdottir
Wie is de vrouwelijke premier van Japan, Sanae Takashi
Wie is de partijleider van de VVD en van Turkse afkomst, Yesilgoz
Wie is Belgische minister van migratie, Van Bossuyt
Wie is Belgische minister van KMO’s, Simonet
Wie is Belgische minister van overheidszaken, Matz
Hoe heet de vrouwelijke burgemeester van Amsterdam, Femke Halsema
Welke Amerikaanse non voert de strijd tegen doodstraf, Helen Prejean
Welke conservatieve politica die diende onder Sunak en Johnson is van Indische origine, Suella Braverman
Welke Saoedische activiste voor vrouwenrechten zat lang in de gevangenis en heeft nu huisarrest, al-Hatloul
Hoe heette het vrouwelijke lid van het 3-span NSU dat tot 2011 verschillende Turkse en Griekse winkeluitbaters molesteerde of vermoordde, Beate Zschape
Twee voormalige vrouwelijke premiers van Frankrijk, Edith Cresson en Elisabeth Borne 
Twee voormalige vrouwelijke premiers van het VK, Theresa May en Liz Truss 
Voormalige vrouwelijke premier van Australië, Jessica Ardern 
Eerste vrouwelijke minister in de Arabische wereld namelijk Tunesië, Najla Bouden 
Hoe heet het verdwenen dorp door een berglawine, Blatten
Hoe heet de Orkaan die nu Jamaica verwoest, Melissa
Waar in Ierland vond het schandaal plaats van kindermisbruik en hoe heette de kloosterorde en hoe heette de historica die het onderzoek uitvoerde, Tuam en Bon Secours en Catherine Corless
Hoe heette de politica die in opspraak kwam voor fraude bij Samusocial, Pascale Peraita
Wie won nobelprijs voor de vrede in 2025, Maria Corina Machado
Welke presentatrice geboren in 1980 heeft gewerkt voor TMF Q en nu Joe, Anke Bukinckx
Welke twee dames presenteerden Tulpen uit Antwerpen, Astrid Stockman en Olivia Trappeniers 
Welke twee vrouwen lezen vaak het nieuws op VRT, Wine Lauwers en Julie Colpaert
Hoe heet de sporza-presentatrice die tegenwoordig de meeste uitzendingen doet, Astrid Demeure
Welke beroemde dragqueen presenteert een show die haar naam draagt gevolgd door Drag Race, Rupaul
Hoe heet de dochter van actrice Candice Bergen die journalist werd bij Vogue, Chloe Malle
Hoe heet het personage dat voor Radio 2 een soort Vlaanderen vakantieland doet, Margeaux van de regio
Welke Belgische IT-topvrouw leidt Dell België, pascale van damme
Hoe heet de ex-topvrouw van Child Focus, Heidi Depauw
Hoe heette de eerste vrouwelijke vliegenier?, Raymonde de la Roche
Met welke actrice is Julien Clerc is getrouwd geweest, Miou-Miou
Hoe heten de twee sportmodellen van Lamborghini die in productie zijn naast de SUV Urus, Revuelto en Temerario
Hoe heetten de vrouwen die deelnamen aan de gijzeling in Moskou of de Tsjetsjeense jihad in het algemeen, Shahidka's of zwarte weduwen
Wie is sinds 2024 hoofd van de staatsveiligheid, Francisca Bostyn
Welke Belg won alweer het WK halve triatlon 2026, Jelle Geens
Welke Belgische loopster heeft roots in Burkina Faso, Anne Zagré
Welke Ivoriaanse sprintster won meerdere WK-medailles op de 100 m?, Ta Lou
Wie behaalden mee de bronzen medaille op de 4x400m met mannen Borlée en Doom, Imke Vervaet en Helena Ponette
Wie is de voorzitter van de Vlaamse atletiekfederatie, Gery Follens
Wie is de voorzitter van de Waalse atletiekfederatie, Jessica Mayon
Welke twee gecontesteerde Nederlandse trainers zwaaien de plak in de Vlaamse atletiek, Rutger Smith en Bram Peters
Wie won de 100 m vrouwen op de Olympische Spelen en wie versloeg ze, Alfred en Richardson
Hoe heet de Zwitserse hordeloopster die Europees kampioene werd op de 100 meter horden in 2024?, Ditaji Kambundji
Wie werd wereldkampioene wielrennen in 2025, Magdalene Vallieres
Welke Ethiopische was revelatie op het WK wielrennen 2025, Tigre Kiros
Wie won de wereldtitel tijdrijden bij de vrouwen in 2025, Marleen Reusser
Welke Belgische moest stoppen met wielrennen vanwege mechanische doping, Femke Vandendriessche
Welke Belgische veldrijdster overleed in 2021 aan kanker?, Jolien Verschueren
Wie was de Winnares van de ronde van Frankrijk 2025, Pauline Ferrand-Prévot
Hoe heet de Nederlandse bondscoach van Engeland, Sarina Wiegman
Hoe heet de Italiaanse drievoudige winnares van de Ballon d’Or, Bonmati
Welke speelster leidt het conflict tegen de WNBA en wie is daar de voorzitster van?, Napheesa Collier en Cathy Engelbert
Hoe heet de ontslagen teamchef van Red Bull en met wie is hij getrouwd, Christian Horner en Geri Halliwell
Welke Amerikaanse golfster won de Olympische gouden medaille in Tokio 2021?, Nelly Korda
Hoe heet het Britse wonderkind schaken, Bodana Sivanandan
Welke twee dames zijn de beste dubbelspeelsters van het moment, Siniakova en Townsend
Hoe heet de tennister die dubbelt met Elise Mertens, Kudermetova
Hoe heette het Franse trainersduo van Nina Derwael en welke Duitse vervang hen, Kiefer en Heuls en Koch
Welke Belgische turnster won EK-medaille in 2022?, Lisa Vaelen
Welke Amerikaanse zwemster brak in 2024 het wereldrecord op de 100 meter vlinderslag tijdens de Olympische Trials?, Gretchen Walsh
Hoe heet de Belgische doelvrouw van OHL, Lowiese Seynhaeve
Hoe heet de Zweedse superster geboren in 1996 die uitkomt voor Toronto, Nylander
Hoe heet de in 2016 overleden amateurwielrenner die de profs van cola voorzag, Lucien Blyau
Welke Russsche verspringster schitterde op de OS van 2016 en 2021, Klishina
Welke 15-jarige Belgische maakte in 2025 haar debuut in het snowboardcircuit, Sky Remans
Wie werd in 2025 onbetwiste wereldkampioene bij zwaargewichten, Claressa Shields
Welke Saoedi won de Dakar 2025, Al-Rahli
Welke ex-duatlete uit Sint-Niklaas won verrassend de Omloop het Volk 2025, Lotte Claes
Welke Nederlandse tekenares gaf gestalte aan Madelief van Guus Kuijer, Mance Post
Welke illustratrice won viermaal de Boekenpauw, Gerda Dendooven
Welke Franse kunstschilder maakte de cartoon Gargantua over koning Louis-Philippe van Frankrijk, Honoré Daumier
Welke twee zijn de iets minder bekende van de zes van Antwerpen, Van Saene en Yee
Welke nieuwkomer in de Belgische Street art heeft een Japanse naam?, Kitsune
Van welke straatkunstenaar is Haai in fles te zien aan het Ensor-instituut in Oostende?, Wietse
Hoe heet de Gentse app waarmee je street art in de stad kan zoeken, Sorry not sorry
Onder welke zin gaat een Amerikaans straatkunstenaar schuil die in België actief is, A squid called Sebastian
Hoe heette de expositie waarmee Thierry Guetta beroemdheid verwierf, Exit through the gift shop
Welke Britse kunstenares is een icoon van de op-artbeweging?, Bridget Riley
Welke Duitse expressionistische schilderes wordt gezien als een pionier van het vrouwelijke zelfportret?, Modersohn Becker
Onder welk pseudoniem schreef een kunstinspecteur een boek over illegale kunsthandel?, Bernard Staessens
Wielke Belgische curator ontdekte het verhaal over kunstroven door de nazi's?, Geert Sels
Amerikaanse performance artist die zelf naakt aan kettingen hing in Interior Scroll, Carolee Schneemann
Hoe heet de nieuwe Brusselse bouwmeesteres, Lisa De Visscher
Welke Poolse kunstenares maakt met grote stenen en andere elementaire materialen vertrouwde en bevreemdende ruimtes, Alicia Wade
Welke Duitse kunstenares uit zich via handgeschreven tabellen met getallen, Hanne Darboven
Hoe heetten de twee vrouwen van Claudius, Messalina en Agrippina
Wie was de leider van de Bataafse opstand, Julius Civilis
Welke Vandalenkoning plunderde Rome in 455?, Geiserik
Welke geschiedschrijver leerde ons het meest over de byzantijnse keizers, Procopius
Welke diadoche of satraap stichtte een dynastie die over Perzië en omstreken regeerde tussen 311 en 63 voor Christus, Seleucus Nicator 
Welk volk veroverde Perzië op de Seleuciden?, de Parthen
In de 3de eeuw- werd een nieuwe dynastie gesticht die gebruik maakte van de zwakke Romeinse staat in de 3de eeuw, de Sassaniden
Hoe heette het eerste kalifaat, Omajjaden
Hoe heette het tweede kalifaat, Abbasiden
Welke klasse neemt in 1501 controle over het Midden-Oosten, Safawiden 
Hoe heette de oudste bekende veldslag namelijk tussen de Egyptenaren en de Kanaanieten,De Slag bij Megiddo
Welke Perzische koning werd verslagen in de slag bij Marathon, Darius I
Waar behaalde Alexander de Grote een beslissende overwinning  tegen Perzië, Gaugamela
Wat was de eerste slag en Romeinse overwinning in de Eerste Punische Oorlog, Slag bij Agrigentum
Bij welke kleine rivier versloeg Julius Caesar de Nerviërs, Slag bij de Sabis
Waar vochten Marcus Antonius en Octavianus een onbesliste strijd uit tegen Marcus Brutus en Cassius, Eerste Slag bij Philippi
Hoe heet de slag waarbij de Romeinen onder Aëtius en de Visigoten onder Theoderik I de Hunnen bekampten, Slag op de Catalaunische Velden
Waar versloeg Clovis Syagrius en annexeerde hij de laatste Romeinse provincies in Gallië, Slag bij Soissons
Waar vochten Friezen tegen Franken, Slag bij Dorestad
Waar in België versloegen De Fransen een gecombineerde Oostenrijks-Nederlands-Engelse legermacht, Slag bij Fleurus
Hoe noemen we de grote bom geworpen in WO II, Tall boy
Hoe heet de Hongaarse regent voor en tijdens WO II en welke dictator versloeg hij, Miklos Horthy en Bela Kun
Welke naam gaven Engelsen Fransen en Duitsers aan de stilte voor de storm in WO II, Phoney war en drôle de guerre en sitzkrieg
Welke Duitse bondspresident hield in 1985 de beroemde toespraak over de Tweede Wereldoorlog?, Richard von Weizsäcker
Welke Britse luchtmachtcommandant leidde de bombardementen op Duitse steden tijdens WO II en kreeg de bijnaam “Bomber”?, Harris
Ze was geheim agente in dienst van Engeland. Ze voltooide vele gevaarlijke missies in Hongarije en Polen Egypte en Frankrijk. Ze sprak vloeiend Engels en Frans en kon hierdoor de Gestapo meermaals om de tuin leiden over haar ware identiteit., Skarbek
Ze  was een van de veertien vrouwen die de Moeders van de Plaza de Mayo-beweging stichtten. Haar zoon Daniel werd ontvoerd in november 1976, de Ankoltoletz
Welke Nigeriaanse activiste kwam op voor de rechten van de vrouw in het tijdperk van een hiërarchische en door mannen gedomineerde beweging naar onafhankelijkheid, Ekpo
Welke Nederlandse ontdekkingsreiziger uit de 17e eeuw beschreef als eerste de met sneeuw bedekte bergen van Nieuw-Guinea?, Jan Carstensz
Welke Nederlandse schipper geldt vanuit Europees perspectief als de officiële ontdekker van Australië?, Willem Janszoon. 
Wie stichtte in de 15e eeuw de eerste Europese kolonie op de Canarische eilanden?, Jean de Betancourt 
Welke automerk is genoemd naar een Franse ontdekkingsreiziger en  stichter van het fort “détroit”, Cadillac
Welke Britse ontdekkingsreiziger is beroemd om zijn Antarctische expedities, Ernest Shackleton
Welke Spaanse en Portugese ontdekkingsreizigers delen de eer voor het bereiken van Brazilië?, Cabral en Pinzon
Welke Schot maakte twee reizen naar West-Afrika om de loop van de Niger vast te stellen?, Mungo Park
Hoe heette de legendarische Shoshone die ontdekkingsreizigers Lewis & Clark bijstond, Sacagawea
Wie was de eerste Afro-Amerikaanse vrouw in de ruimte, Mae Jennison	
Wie ontdekte toevallig Paaseiland, Roggeveen
Hoe heette de eerste vrouw van Mohammed, Khadija
Wie was het echte vrouwelijke brein achter de Rote Armee Fraktion, Gudrun Ensslin 
Welk schip vernoemd naar een admiraal uit de eerste wereldoorlog en in welke Zuid-Amerikaanse rivier werd die tot zinken gebracht, Graf Spee
Welke abolitioniste schreef De (neger)hut van Oom Tom, Harriet Beecher Stowe
Welke afro-amerikaanse geboren in slavernij debuteerde in 1892 met A Voice from the South By a Woman from the South. Het boek wordt gezien als een van de eerste boeken die opkomt voor de rechten van zwarte vrouwen, Anna Cooper
Wie schreef het feministische werk A Vindication of the Rights of Woman en is tevens de de moeder van Mary Shelley die Frankenstein schreef?, Mary Wollstonecraft
Wie schreef The hill we climb en speechte op de inauguratie van Biden?, Amanda Gorman
Welke Amerikaanse dichter schreef Paul Revere’s Ride?, Henry Longfellow
Wie schreef de dichtbundel Leaves of Grass?, Walt Whitman
Wiens gedicht begint met A simple child …, William Blake
Welke 19de eeuwse hofdichter is de meest geciteerde persoon na Shakespeare in de Oxford dictionary, Alfred Tennyson
Welke popuaire fantasy-auteur schreef de  Empyrean Pentalogy, Rebecca Yarros
Welke Vlaamse dichter en voormalig hoofdredacteur van De Brakke Hond staat bekend om zijn toegankelijke en humoristische poëzie?, Geert Stadeus
Welke Belgische auteur schrijft historische jeugd- en young adultromans waaronder De kleuren van het getto en Wij twee jongens en de Boon-prijs voor kinder- en jeugdliteratuur 2025 voor Wat ons nog rest?, Aline Sax
Welke Vlaamse dichteres schreef samen met Maarten Inghels het project De stad de dichter en het verdriet?, Charlotte Van den Broeck
Welke Franse schrijfster werd beroemd via Booktok met Al het blauw van de Hemel, Melissa da Costa
Welke Franse schrijfster werd bekend met haar autobiografische Claudine-romans, Colette
Welke Frans-Marokkaanse schrijfster won de Prix Goncourt in 2016 met Chanson douce?, Leïla Slimani
Welke moderne Duitse auteur won tal van prijzen o.m. met haar roman Unterleuten?, Juli Zeh
Welke Deense schrijfster is bekend van de Kopenhagen-trilogie?, Tove Ditlevsen
Welke Zweedse dichter kreeg in 2011 de Nobelprijs voor Literatuur?, Tranströmer
Welke schrijfster schreef onder het pseudoniem George Sand?, Amantine Dupin
Welke schrijfster schreef onder het pseudoniem George Elliot?, Mary Anne Evans
Welke Amerikaanse auteur schreef o.a. “Them” en “Blonde”?, Joyce Carol Oates
Wie won de F. Bordewijk-prijs voor Ik ga naar de schapen, Marieke De Maré	 
Wie ontving de J. Greshoff-prijs voor Handicap: een bevrijding, Anaïs Van Ertvelde 
Wie won de Grand Prix du Roman 2023 (België) voor Eunice en is ook dichteres des vaderlands anno 2025, Lisette Lombé	 
Wie won de Libris Literatuurprijs 2025 voor Oroppa, Safae el Khannoussi
Wie won de Herman de Coninckprijs 2025 voor haar debuutbundel De dansvloer is van iedereen, Maaike de Wolf 
Welke Belgische werd genomineerd voor de Prix Goncourt (2025), Charlotte Lamarche
Dichteres der Nederlanden anno 2025, Babs Gons
Hoe heet de Gentse game-studio die Baldur's Gate ontwierp, Larian
Hoe heet de klassieke handheldreeks van Nintendo uit de jaren 80, Game and Watch
Wie schrijft de fifty shades reeks, E.L. James
Welke fantasy-schrijfster heeft onder meer A Count of Roses and Thorns op haar naam, Sarah J. Maas
Welke booktok-ster is auteur van It ends with us, Colleen Hoover
Welke game is ontwikkeld en uitgebracht door Riot Games in 2009 en gebaseerd op Warcraft III, League of Legends
De kust van Valencia wordt ook oranjebloesemkust genoemd en heet in het Spaans, Costa de Azahar
Hoe heten de kleine ommuurde woonwijken in Beijing met hun nauwe straatjes, Hutong
Welke Belg won tweemaal de Vuelta in de jaren 1930?,Gustaaf Deloor
Welke 82-jarige Oostenrijker zwaait af als talentscout voor Red Bull, Helmut Marko
Deze Duitse schansspringer won drie olympische medailles en werd tweemaal wereldkampioen in de jaren 80 en 90, Jens Weissflog
