vraag,antwoord
Wie was de informaticus die mee aan de wieg stond van het World Wide Web en het eerste browserprototype ontwikkelde als CERN-medewerker?,Robert Cailliau
Welk rondvliegend speelgoed werkt via een riem of touw dat ronddraait en produceert een karakteristiek zoevend geluid?,Bromtol
Welk sensorisch speelgoed bestaande uit een flexibel kunststof oppervlak met belletjes werd een hype tijdens de coronapandemie?,Pop-it
Waar komt het woord buck vandaan voor een dollar?, Huid van een hert dat als ruilmiddel diende
Hoe heet het document dat men moet bekomen om de VS binnen te reizen,ESTA
Welk bedrijf biedt al meer dan 150 jaar internationale geldoverboekingsdiensten aan en heeft zijn naam aan een cowboyfilm gegeven?,Western Union
Welke Belgische educatieve uitgeverij richt zich specifiek op kinder- en jeugdliteratuur en is gevestigd in Hasselt?,Clavis
Welke Amerikaanse ingenieur en uitvinder is nauw verbonden met de ontwikkeling van de stoomlocomotief en gaf zijn naam aan een beroemde trein?,Stephenson
Welk type hoofddeksel uit zeildoek of oliedoek wordt traditioneel gedragen door vissers en zeelieden bij slecht weer?,Zuidwester
Welke grammaticale trap drukt de hoogste of laagste mate van een eigenschap uit?,Superlatief
Welk luchtig en open schoeisel wordt gedragen zonder hiel of veter en associëren we doorgaans met de zomer?,Slipper
Welk woord betekent drooggelegd moerasland?,Broek
Welk wijnproductieproces verwijdert sediment uit een mousserende wijn door de fles te roteren en te vriezen heet zo?,Dégorgeren
Welke Mexicaanse pittige chilisaus of kruidenmengsel wordt gebruikt als marinade en geeft gerechten een rokerig-pittige smaak?,Sabpero
