vraag,antwoord
Welke kaap vormt het zuidelijkste punt van Groenland, Kaap Vaarwel
In welk Beiers dorp wordt om de tien jaar het beroemde Passiespel opgevoerd, Oberammergau
Welke Italiaanse stad huisvest de beroemde universiteit waar Galileo doceerde?,Padua
Welke Iraanse stad ooit beroemd om zijn tapijten en architectuur wordt vaak lyrisch bezongen in reisverhalen?,Ispahaan
Hoe heet de grootste hangbrug ter wereld,Huajiang
Hoe noemen we de methaanbrand in Turkmenistan nog behalve de poorten van de hel, krater van Derweze
Welke stad ging vroeger door het leven als Sverdlovsk?, Jekaterinaburg
Welke Italiaanse stad ligt tussen Milaan en Genua en is bekend om haar universiteit?, Pavia
Welke rivier loopt door oelegem en  komt via het Lobroekdok bij Antwerpen in de Schelde, Het Schijn
Welke grote beek loopt nabij mechelen in de Dijle, De vrouwvliet
Welk groot meer is een broedplaats voor vogels nabij Chimay, Virelles
Hoe heten de twee grootste eilanden van Svalbard na Spitsbergen zelf, Nordaustlandet en Edgeoya
Hoe heten de twee eilanden van Nova Zembla, Yuzhny en Severny
Op welk eiland ligt Odense, Fyn
Wat is het tweede grootste en noordelijkste eiland van Denemarken, Vendsyssel-Thy
Wat is het vierde grootste eiland van Denemarken, Lolland
Wat is het grootste eiland van Griekenland, Euboea
Welk meer ligt vlakbij de kust van Venezuela, Maracaibo
Hoe heet de Japanse regio die de prefecturen Kanagawa Chiba en Tokyo omvat?, Kanto
riviertje in voerstreek, Berwijn
gebergte dat de waterscheiding vormt tussen de Guadiana en Guadalquivier, Sierra Morena
Op welk domein van een Italiaanse familie ligt de jeruzalemkapel, Adornes
Waar ontspringen de oostelijke en westelijke Dender, Barry en Jurbise
Wat zijn naast Lampedusa de twee andere Pelagische Eilanden, Linosa en Lampione
Waar liggen de mooie meren en watervallen in Kroatië, Plitvice
Hoe heet het strand in Agadir met de mooie rode bogen, legzira
Andere naam voor SSS eilanden in de Kleine Antillen, Bovenwindse eilanden
Welke enclave in Spanje was het voorwerp van een semantisch spel over een verdrag met Frankrijk?,Llivia
Wat is de hoofdstad van Karinthië?,Klagenfurt
Welke regionale vlag toont twee gouden luipaarden op rood?,Normandië
Welke drie Franse steden liggen op de klassieke noord–zuidspoorlijn?,Orleans en Bourges en La Souterraine
Hoe heet het meer in de Antwerpse Kempen dat ontstond door zandwinning?,Rauwse meer
Welke Ghanese stad is het centrum van de Ashanti-regio en de tweede grootste van het land?,Kumasi
De kust van Valencia wordt ook oranjebloesemkust genoemd en heet in het Spaans, Costa de Azahar
Hoe heten de kleine ommuurde woonwijken in Beijing met hun nauwe straatjes, Hutong
Viaduct dat de spoorlijn van Antwerpen naar Aken draagt, Moresnet
Meer in het zuiden van het Zwarte Woud aan de Fedberg-gletsjer, Titisee
Wat is de grootste pre-Columbische stad in Zuid-Amerika? Negen paleizen in leemsteen vormen de overblijfselen van deze hoofdstad van het Chimu-rijk in Peru, Chan Chan
Wat is de derde grootste stad van Peru? De historische site van Chan Chan ligt nabij deze stad, Trujillo
Welke zandbank voor Knokke doet dienst als stort voor materiaal uit WO I, Paardenmarkt
De nulmeridiaan werd ook geclaimd door het zuidelijkste Canarische Eiland, El Hierro
Met welke naam duiden we een bron aan die spontaan opwelt uit grondwater door de hydrostatische druk op het ondergrondse bekken, Artesisch
Hoe heet het endorheïsch meer in de Australische Simpson-woestijn, Lake Eyre
Welke kreek is de langste rivier die uitmondt in Lake Eyre, Cooper Creek
Wat is met 1500 km de langste zijrivier van de Murray, Murrumbidgee
Welke zijrivier van de Murrumbidgee is de vierde langste river van Australië, Lachlan
Wat is de hoogste berg van Australië buiten Antarctica en is gelegen op welke eilandengroep op het Kerguelen plateau?, Mawson Peak en Heard and McDonald Islands
Wat is de hoofdstad van Labrador and Newfoundland, Saint Johns
Wat is de hoofdstad van Saint Edwards Island, Charlotte Town
Wat is de hoofdstad van New Brunswick, Fredericksburg
Wat is de hoofdstad van Nunavut, Iqaluit
Wat is de noordelijkste continu bewoonde plaats ter wereld, Alert
Wat is de hoofdstad van Northwest Territories, Yellowknife
Wat is de hoofdstad van Yukon Territories, Whitehorse
Welke rivier en gelijknamig meer in Alberta is afgeleid van een inheemse naam voor overvloedige plantengroei, Athabasca
Welke rivier vormt de samenvloeiing van de Peace river met de afwatering van het Athabasca meer en mondt uit in een gelijknamig meer, Slave
Welke rivier watert het Slave meer af naar de Boifort-zee en is de langste rivier van Canada, McKenzie
Welke rivier watert het Winnipeg meer af naar de Hudson-baai, Nelson
Welke rivier loopt door Edmonton althans de noordelijke tak, Saskatchewan
Op welk eiland ligt Victoria de hoofdstad van British Columbia, Vancouver Island
Welke zeestraten liggen tussen Vancouver Island en het vasteland, Georgia en Queen Charlotte en Juan de Fuca
Wat is het grootste eiland van Canada, Baffin
Wat is het tweede grootste eiland van Canada, Victoria
Wat is het derde grootste eiland van Canada, Ellesmere
Welk volk bewoonde de arctische gebieden in Canada tussen 500 voor en 1000 na Christus en is genoemd naar een nederzetting gevonden in de gelijknamige kaap, Dorset People
Hoe heten de grote meren van links naar rechts, Superior Michigan Huron Erie en Ontario
Met welke Spaanse term duiden we een langgerekte keten aan van bergen zoals de Andes, Cordillera 
Alice Springs is genoemd naar de vrouw van een pionier in de telegrafie die door de Engelsen naar Australië is gestuurd, Charles Todd
Ayers Rock of Uluru ligt in de zuidoostelijke punt van de tweede grootste woestijn van Australië, Great Sandy Desert
Hoe heet de grootste en meest zuidelijke woestijn van Australië, Great Victoria Desert
Welke woestijn is de op één na kleinste van Australië en bestaat overwegend uit lage droge grassen, Gibson Desert
Wat is de noordelijkste woestijn van Australië waar het kleinste buideldier ter wereld leeft namelijk de platkopbuidelmuis, Tanami
Wat is de hoofdstad van Tasmanië, Hobart
Met welke Griekse berg deelt de hoogste berg in Tasmanië haar naam, Ossa
Welke drie lochs vormen de Great Glen, Linnhe Lochy en Ness
Amper 1040 meter volstaan om de hoogste piek van Ierland te zijn, Carrauntoohill
Welk meer in het westen van Ierland is het grootste van de republiek en het tweede van het eiland? De gelijknamige rivier watert het meer af naar Galway Bay, Corrib
Wat is het derde en vijfde grootste meer van Ierland die beide in de loop liggen van de Shannon, Derg en Ree
Welke eiland ligt vlak voor de Engelse zuidkust en door welke straat wordt ze gescheiden van het vasteland, Isle of Wight en The Solent
Welke Engelse stad ligt op een eiland in de Solent, Portsmouth
Hoe heet het derde eiland van Nieuw-Zeeland, Stewart
Hoe heet de langste rivier van Nieuw-Zeeland, Waikato
Hoe heet het grootste meer van Nieuw-Zeeland, Taupo
Welke watervallen tref je aan waar het Taupo-meer zich terug in de Waikato stort, Huka Falls
Wat is de langste rivier van Guatemala en in welke golf mondt ze uit, Motagua en Golf van Honduras
Hoe heet de grootste delta van de VS waar onder meer de Potomac in uitmondt, Chesapeake Bay
Welke rivier loopt door Philadelphia, Delaware
Welke slapende stratovulkaan in de Sierra Madre is de hoogste berg van Guatemala en centraal Amerika, Tajumulco
De derde langste rivier van Zuid-Afrika is een zijrivier van de langste en is iconisch voor het land, Vaal
Hoe heet de 1600 km lange bergketen die Zuid-Afrika omzoomt, Great Escarpment
Welke piek in de Drakensbergen ligt op de grens met Lesotho en geldt als hoogste van Zuid-Afrika, Mafadi
Welke halfwoestijn ligt ten zuiden van de great escarpment, Great Karoo
De tweede grootste canyon ligt langs de langste rivier in Namibië, Fish River
De derde grootste canyon ter wereld ligt in Zuid-Afrika en is een groene canyon, Blyde River
Hoe heet de smalle bergketen langs de grens van Zuid-Afrika met Mozambique waar een oud wiskundig beentje werd gevonden, Lebombo
In welke Franse stad bevindt zich een goed bewaarde Romeinse stadspoort zoals de Porte d’Arroux?,Autun
In welk Iers graafschap ligt Malin Head het noordelijkste punt van Ierland?,Donegal
Welke Duitse stad staat bekend om haar textiel- en zijde-industrie?,Krefeld
Welke Engelse stad werd in WOII zwaar gebombardeerd en gaf haar naam aan een nazi-neologisme voor platgooien?,Coventry
China heeft zijn eigen Loch Ness. In welk meer zouden reuzenzalmen zorgen voor de legende die massatoerisme naar de regio lokt?, Kanas
Hoe heet de bekende brug over de Liffey in Dublin?,Half Penny Bridge
Welk groot stadspark ligt ten westen van het centrum van Dublin?,Phoenix Park
Hoe heet het natuurgebied ten zuiden van Groningen?,Onlanden
Wie doorkruiste als eerste Europeaan Australië van zuid naar noord en kreeg de route naar hem vernoemd, Stuart
Hoe heet de zuidelijkste stad van Chili, Punta Arenas
Welke rivier in Montenegro zorgt voor de grootste canyon in Europa m? Ze vloeit samen met de Piva en wordt zo de Drina, Tara
Hoe heet de Grote Indische Woestijn nog die zich uitstrekt over het noordwesten van het land en een het oosten van Pakistan, Thar
Wat is de grootste maar dunst bevolkte provincie van Pakistan, Beloetsjistan
Hoe heten de oude en nieuwe hoofdstad van Equatoriaal-Guinea, Malabo en Ciudad de la Paz
Welk gebergte in de Tirol in de buurt van Kufstein heeft de Ellmauer Halt als hoogste top, Kaisergebirge
Welke standaardvariëteit van het Perzisch is in Afghanistan de taal van de steden en de literatuur, Dari
Welke variant van het Perzisch is de taal van de Afghaanse stammen en bergbewoners?, Pasjtoe
Welke grot in de Ardèche met prehistorische tekeningen van 33000 werd in 1994 ontdekt en vernoemd naar de ontdekker, Chauvet
Welke straat scheidt het noorder- en zuidereiland van Nieuw-Zeeland, Cook
Welke twee rivieren vloeien samen in Jemappes, Hene en Trouille
Welk meer ontstond in 1976 door de aanleg van de dijk tussen Enkhuizen en Lelystad, Markermeer
Wat is de munteenheid van Laos, kip
Welke historische stad in Laos bevindt zich aan de Mekong en Nam Khan, Luang Prabang
Hoe heet een massief rond gebouw dat Boeddhistische relieken bevat, Stoepa
Waar in de atmosfeer bevindt zich de ozonlaag, stratosfeer
Welke lijn markeert het verschil tussen lucht- en ruimtevaart, Karman
Afrikaanse vlaggen rood-geel-groen of omgekeerd, Mali en Guinea
Welke dam op de Blauwe Nijl in Ethiopië bedreigt de economie en biologie van Soedan en Egypte, de grote renaissance dam
Hoe heet het grootste eiland van de Lofoten, Rost
Wat is de naam voor een heuvelrug met één abrupte en één geleidelijke zijde, Hogback
Welke bergketen in het noorden van Tsjaad heeft de Emi Koussi als hoogste berg, Tibesti
Welk meer ligt op de grens van Estland met Rusland en is het vijfde grootste van Europa, Peipus
Welke bekende bedevaartsplaats vinden we in het Centraal massief?, Rocamadour
Welke rivier vormt de grens tussen Argentinië en Paraguay, Pilcomayo
Hoe noemen we een diepe kloof in een gletsjer, crevasse
De hoogste vulkanische berg in Azië ligt in het noorden van Iran, Damavand
Wat is de munteenheid van Iran?, Rial
Wat is de derde hoogste berg van Zuid-Amerika genoemd naar een Franse geoloog, Monte Pissis
Welke berg in Peru is de vierde hoogste van Zuid-Amerika en de hoogste ter wereld in de tropische zone, Huascaran
Wat is de hoogste berg van Nieuw-Guinea en aldus de vijfde berg qua topografisch isolement, Puncak Jaya
Welke Duitse grot is bekend om een fluit uit gierenbot en een afbeelding van een vrouw uit mammoet-ivoor, Hohle Fels
Welk extreem zout meer ligt in Djibouti en is na de Dode Zee het laagste punt op Aarde, Assalmeer
Welke archeologische site op Santorini ligt op de Mesa Vouno die de zwarte stranden scheidt van Kamari en Perissa, Thera
Op welk eiland ligt Gibellina waar een modern kunstwerk is opgericht op de plaats van een verwoest dorp, Sicilië
In welk Zuid-Amerikaans land liggen de historische stad Cuenca en de badplaats Salinas, Ecuador
Welk stuwmeer wordt in de gaten gehouden door een grote zandstenen leeuw, Gileppe
In welke Toscaanse provincie ligt Elba, Livorno
In welke gemeente aan de Middellandse Zee ligt het buitenverblijf van de Franse presidenten, Bornes les Mimosas
Welk laaggebergte bevindt zich in het uiterste zuiden van Frankrijk aan de Middellandse kust nabij Fréjus, Massif des Maures
Op welke landsgrens ligt de vulkaan Licancabur die 5916 meter hoog is, Chili en Bolivia
Van welk land is de Ariary de munteenheid, Madagascar
Welke brug is genoemd naar een personage van Stijn Streuvels?, de Mirabrug over de Durme
Welke Belgische grensgemeente ligt tegenover het Franse Halluin?,Menen
Welke Siciliaanse stad staat bekend om haar Griekse tempelvallei?,Agrigento
Hoe heet de beroemde driehoekige wolkenkrabber in New York?,Flatiron Building
Hoe heet het kleine eilandje met een klooster voor de kust van Korfoe?,Pontikonisi
Welke Poolse rivier mondt uit in de Oder bij Kędzierzyn-Koźle?,Kłodnica
Welke Nederlandse provincie ontstond door drooglegging van de Zuiderzee?,Flevoland
Welke Canadese provincie is de dichtstbevolkte?,Ontario
Welke kaap vormt het noordelijkste punt van Groenland?,Kaap Morris Jesup
Welk Vlaams bosgebied ligt tussen Asse en Aalst?,Kravaalbos
Welk pittoresk dorp bij Brugge staat bekend als het “witte dorp”?,Lissewege
Welke Nederlandse provincie is het kleinst qua oppervlakte?,Utrecht
Welke Nederlandse provincie heeft Zwolle als hoofdstad?,Overijssel
Welke brug in Genua stortte in 2018 in en kostte het leven aan 43 mensen? Ze is genoemd naar de architect,Ponte Morandi
Hoe heet de grootste private wegbeheerder van Europa die voorheen Atlantia heette en verantwoordelijk was voor de ingestorte brug in Genua?, Mundys
Welke brug in Genua kwam in de plaats van de ingestorte brug en is genoemd naar de beschermhelige?, San Giorgio
Welke rivier in Genua werd overbrugd door de ingestorte brug uit 2018?, Polcevera
In welke Italiaanse Alpenplaats vielen in 1998 doden toen een Amerikaanse straaljager een kabelbaan raakte? Eerder in 1976 was er ook al eens een dodelijk ongeval,Cavalese
Welke Italiaanse universiteitsstad staat bekend om haar rode bakstenen en arcades?,Bologna
Welk groot bosgebied ligt in het westen van Berlijn?,Grunewald
Welke havenstad in de Republiek Congo-Brazzabille ligt aan de Atlantische Oceaan en is met anderhalf miljoen inwoners de tweede stad van het land?,Pointe-Noire
Welk Frans overzees eiland in de Stille Oceaan ligt in de archipel van de Genootschapseilanden?,Bora Bora
Welke drie Caribische bijzondere gemeenten van Nederland worden samen de BES-eilanden genoemd?,Bonaire Sint-Eustatius en Saba
Wat is de hoofdstad van de Italiaanse regio Basilicata?, Potenza
Wat is de hoofdstad van de Italiaanse regio Calabria?, Catanzaro
Wat is de hoofdstad van de Italiaanse regio Abruzzen?, l'Aquila
Wat is de hoofdstad van de Italiaanse regio Molise?, Campobasso
Wat is de hoofdstad van de Italiaanse regio Marche?, Ancona
Hoe heet de beroemde kustweg langs de Middellandse Zee bij Monaco en Nice?,Corniche
Welke top in het Pamirgebergte is de hoogste berg van Tadjikistan, Somoni-top
Wat is de munteenheid van Tadjikistan?, Somoni
Welk endoreïsch meer in Tadjikistan is sinds 2017 de hoogste plaats ter wereld waar een zeilrace gehouden werd?, Karakul
Welk gebergte ligt op de grens van Bulgarije met Griekenland ten oosten van de Rila en de Pirin, Rodope
Hoe heet stadspark van Milaan en de gelijknamige triomfboog opgericht door Napoleon?, Sempione
Aangelegd park in München, Englischer
In Edinburgh ligt het Holyrood park met een uitgedoofde vulkaan van 250m hoog die een uitzicht biedt over de stad en genoemd is naar een historische figuur, Arthur's seat
Park in Madrid met gaanderijen en water, El Retiro
Park in Parijs waar de senaat verzamelt, Jardin de Luxembourg
Grootste stadspark in Utrecht dat geopend werd in 2013 door de naamgever, Maxima
Victoriaans park in het centrum van Dublin, Saint Stephen's Green
Archipel aan de oostkust van Australië waar Cook doorheen voer voor hij het vasteland betrad, Whitsunday
Welke oude tempelstad in Rajastan is gewijd aan Brahma en heeft een grote jaarlijkse kamelenmarkt, Pushkar
Met welk acroniem duidt men de wijk aan met heringerichte pakhuizen in Brooklyn onder de Manhattanbrug , Dumbo
Welk eiland in de lagune van Venetië was ooit het kloppend hart van de regio vanwaaruit Venetië zou gesticht zijn? Door de pest en klimaatwijzinging wonen er nog slechts 1O mensen, Torcello
Eilanden in de Bahama's met Alice Town, Bimini
In welke staat ligt het Pentagon, Virginia
Welke deelgemeente van Brakel werd bij de vastlegging van de taalgrens overgeheveld van Henegouwen naar Oost-Vlaanderen?, Everbeek
Welke hoofstad van Lozère is ook de zetel van een bisdom, Mende
Welke schiereilandregio ligt grotendeels in Kroatië maar deels ook in Slovenië en Italië?,Istrië
Op welk Kroatisch eiland ligt de plaats Baška?,Krk
Welke Poolse rivier vormt voor een stuk de grens met Wit-Rusland en Oekraïne, Bug
Welke zijrivier van de Wisla ontvangt de Bug en vloeit nabij Warschau in de Wisla, Narew
De Narew is een type van rivier die ontstaat door mekaar kruisende geulen in een ondiep systeem. Hoe noemen we dergelijke rivier, Vlechtende rivier
Wat is de op één na langste zijrivier van de Donau die tevens de grens vormt tussen Roemenië en Moldavië, Proet
Welke rivier vormt de grens tussen Tanzania en Mozambique, Ruvuma
Welke kleinere eilandengroep vinden we tussen Sulawesi en Papua, Maluka of Molukken
Welke rivier vormt een deel van de grens tussen Rusland Azerbeidzjan en Iran?,Aras of Araxes
Welk kruisvaarderskasteel ligt in Syrië?,Krak des Chevaliers
Welke Beierse stad aan de Donau is het hoofdkwartier van Audi?, Ingolstadt
Welke Beierse stad vormt het noordelijkste punt van de Donau?, Regensburg
Welke stad aan de Donau is de derde grootste van oostenrijk?, Linz
Welke Hongaarse stad is de derde grootste van het land en ligt aan de Donau?, Györ
Welke Hongaarse universiteitsstad ligt aan de Tisza?, Szeged
Welke Kroatische regio bevindt zich tussen de Drava en de Sava?, Slavonië
Welke Griekse stad heeft een naam die goed oog betekent?, Kalamata
Welke stad langs de Spree kunnen we beschouwen als de grootste stad van de Sorbische regio?, Cottbus
Wat is de tweede grootste stad van Albanië? De havenstad stond bij de oude Grieken bekend als Epidamnos, Dürres
Welke zijrivier van de Douro stroomt door Valladollid?, Pisuerga
Hoe heet de hoogste berg van Noord-Amerika als we Alaska buiten beschouwing laten? Ze ligt in de Sierra Nevada in Californië, Mount Whitney
Hoe heet de landbrug tussen India en Sri Lanka die mogelijk wijst op oeroude menselijke activiteit?, Adam's bridge
Wat is de langste rivier van Chili?, Loa
Wat is de tweede grootste agglomeratie van Chili na Santiago en voor Valparaiso? De stad ligt aan de monding van de Biobio, Concepcion
Wat is Arabisch voor westen of westelijk, Maghrib
Wat is Arabisch voor oosten of oostelijk, Mashriq
Dit punt in de Marianentrog is het diepste punt van alle wateren en is genoemd naar een Russisch onderzoeksschip, Vitjaz
Hoe heet de streek in het noordoosten van de Nederlandse provincie Noord-Brabant?, Land van Cuijk
Welke beek mondt bij Escanaffles uit in de Schelde, Ronne
Welke zee overspoelde in het tertiair het noorden van België en liet de Vlaamse Ardennen het Pajottenland en het Hageland als getuigenheuvels achter?, Diestiaanzee
Welke beek loopt door het grondgebied van Halen en vormt min of meer de oostelijke grens van het Hageland?, Velpe
Welke kleine tectonische plaat schuurt in het noorden tegen de Eurazische en in het zuiden tegen de Arabische?,Anatolische
Welke twee historische regio's naast Colchis maakten samen de Kaukasus uit in de oudheid? Je zou ze nochtans niet daar verwachten, Iberia en Albania
Wat is de tweede hoogste berg van de Kaukasus na de Elbroes?, Dykh-Tau
Wat is de tweede hoogste vulkanische berg van de Kaukasus na de Elbroes?, kazbek
Links van de Zurenborgwijk ligt het Groen Kwartier dat historisch nog een andere naam draagt naar een van de straten die erdoor lopen, Haringrode
Welke wijk in Antwerpen bevindt zich net onder Brederode?, Markgraaf
Welke twee gemeenten fuseerden met Gooik tot Pajottegem?,Galmaarden en Herne
Welke rivier stroomt door de Ardennen en mondt uit in de Vesder? Ze was mee debet aan de overstromingen van Pepinster,Hoëgne
Welke zijrivier van de Dijle loopt door Villers-la-ville en voorzag de abdij van waterkracht?, Thyle
Welke zijrivier van de Thyle loopt door Mont Saint-Guibertin?, Orne
Welke berg in Albanië is de hoogste van de Dinarische Alpen?, Maja Jezerce
Welke woestijn ligt tussen de Amu Darya en Sir Darya, Kyzilkum
Welke woestijn bedekt 70% van Turkmenistan, Karakum
Wat is de hoogste top van de Apennijnen gelegen in de Abruzzen?, Corno Grande 
Hoe heet de zuidelijkste gletsjer van Europa gelegen op de Corno Grande?, Calderon
Welke eilanden bevinden zich tussen de Filippijnene en Vietnam en beschikken naast visreserves over olie en gas waardoor ze gegeerd zijn door de omliggende landen?, Spratly
Waar ligt de Amerikaanse vijfde vloot? Het land heeft een belangrijke stad Manama, Bahrein
Wat is de grootste stad van Australië?, Sidney
Wat is de grootste stad van Canada?, Toronto
Wat is de grootste stad van Bolivië en het snelst groeiende stedelijk gebied in Zuid-Amerika?, Santa Cruz de la Sierra
Wat is de derde grootste stad van Malta na de agglomeraties van Valetta en Gozo?, Birkirkara
Welke stad in het noordwesten van het Europese deel van Turkije was hoofdstad der Ottomanen voor ze Constantinopel innamen?, Adrianopel of Edirne
Welke staat heeft een beer in zijn vlag?, California
Hoe heet de regio waar Mohammed opgroeide en de steden Mekka Medina en Jeddah liggen, Hidjaz
Welk omstreden woestijngebied vormt de driehoek die Ethiopië uitsnijdt Somalië?, Ogaden
Eindpunt van de zijderoute en hoofdstad van China tijdens de Tangdynastie, Xian
Hoe heet de vallei in Libanon tussen het Libanon en het anti-Libanongebergte?, Beka
Wat is de langste rivier van Libanon?, Litani
Welke belangrijke rivier uit de oudheid loopt vanuit Libanon via Syrië naar Turkije en mondt uit nabij het oude Antiochië?, Orontes
Welke zeestraat verbindt de Zee van Azov met de Zwarte Zee?, Straat van Kertsj
welke zeestraat verbindt de Egeïsche Zee met de Zee van Marmara?,Karische Poort
Welk stadje in Zuid-Afrika is een soort van reservaat of vrijstaat waar enkel blanken zonder strafblad toegelaten zijn die Afrikaans spreken?, Orania
Hoe heet het grootste meer van Zuid-Afrika naar de dochter van de stichter van de transvaalrepubliek?, Chrissie
X Retief en Gerrit Y waren twee voortrekkers waarvan het ontbrekende deel van hun naam werd gecombineerd tot de naam van een stad in Zuid-Afrika, Pietermaritzburg
Welke zee ligt tussen India Myanmar en Thailand en maakt deel uit van de Indische Oceaan?,Andamanse Zee
Welke smalle landstrook tussen Polen en Litouwen vormt een strategische NAVO-doorgang?,Suwałki-corridor
Welke historische stad met een acropolis ligt op het Griekse eiland Rhodos?,Lindos
Welke Spaanse havenstad ligt in de regio Murcia en heeft een belangrijke marinebasis?,Cartagena
Welke steen in Ierland zou volgens de legende welsprekendheid schenken wanneer je hem kust?,Blarney Stone
Welk Iraans eiland in de Perzische Golf is bekend om zijn olie-industrie?,Kharg
Welke Boliviaanse stad was tijdens de koloniale periode beroemd om haar zilvermijnen?,Potosí
Hoe heette de hoofdstad van Nederlands-Indië op Java?,Batavia
Welke eilandstaat ligt nabij de evenaar en omvat gebieden rond Baker Island?,Kiribati
Welke Ethiopische stad staat bekend om haar uit rotsen gehouwen kerken?,Lalibela
Welke Bosnische bedevaartplaats beweert Mariaverschijningen te hebben gehad?,Medjugorje
Welke Semitische taal wordt gesproken in Eritrea en Ethiopië?,Tigrinya
Hoe heet het grootste eiland van Papoea Nieuw-Guinea afgezien van Nieuw-Guinea zelf?, New Britain
Welke zeeën liggen aan weerszijden van New Britain?, Bismarck en Solomon
Hoe heet het voormalige rijk dat delen van Nigeria Benin en Togo beslaat?, Yoruba
Hoe heet het volk dat het koninkrijk Dahomey stichtte?, Fon
Hoe heet de grootste stad van Benin?, Cotonou
Welke zijrivier van de Oranje vormt de noordelijke grens van Lesotho en loopt door de hoofdstad Maseru?, Caledon
Welke hoed is het nationaal symbool van Lesotho en staat in het zwart op de vlag van dat land?, Mokorotlo
Welke konische berg in Lesotho zou de inspiratie vormen voor de hoed die het nationaal symbool is?, Mount Qiloane
