vraag, antwoord
Hoe heette het satirisch programma van Herman Van Molle?, TV Touché
Welke film van Steven Soderbergh uit 1989 won de Gouden Palm?,Sex, Lies, and Videotape
Welke gratis krant wordt vaak in stations verdeeld?,Metro
Welke Vlaamse film uit 2012 had Annemone Valcke?,Offline
Welke Franse satirische krant werd slachtoffer van een aanslag in 2015?,Charlie Hebdo
Welke fresco van Rafaël bevindt zich in het Vaticaan?,De School van Athene
Welke Vlaamse primitief schilderde Het Laatste Avondmaal in Leuven?,Dirk Bouts
Welke Franse romanticus schilderde De Vrijheid leidt het volk?,Eugène Delacroix
Welke Pools-Amerikaanse architect ontwierp het Joods Museum in Berlijn?,Daniel Libeskind
Welke twee groenten zitten traditioneel ook in hutsepot naast aardappelen?,Wortel en raap
Van welk visproduct wordt surimi meestal gemaakt?,Koolvis
Welke cocktail bestaat uit wodka en sinaasappelsap?,Screwdriver
Hoe wordt cellulitis in de volksmond vaak genoemd?,Appelsienhuid
Hoe heet de wetenschap die zich bezighoudt met schimmels?,Mycologie
Welke Belgische wetenschappers wonnen de Nobelprijs voor natuurkunde in 1977 en 2013?,Ilya Prigogine en François Englert
Welke naam kreeg een belangrijke Belgische supercomputer?,Isabel
Welke Belgische fysicus werkte samen met Higgs en Englert?,Robert Brout
Hoe heet het psychologisch fenomeen waarbij ontvoerders sympathie krijgen voor hun gijzelaars?,Lima-syndroom
Welke vierde aggregatietoestand bestaat uit geïoniseerd gas?,Plasma
Welke spierplaat scheidt borstholte en buikholte?,Diafragma
Welke Aziatische eendensoort staat bekend om haar kleurrijke verenkleed?,Mandarijneend
Welke heidestruik draagt een meisjesnaam?,Erica
Welke geneeskrachtige plant staat bekend als Hypericum?,Sint-Janskruid
Welke voederplant voor vee staat ook bekend als alfalfa?,Luzerne
Welke vleesetende plant vangt insecten met kleverige druppels?,Zonnedauw
Welke Romeinse godin van wijsheid komt overeen met de Griekse Athena?,Minerva
Welke Trojaanse prins moest kiezen tussen Hera Athena en Aphrodite?,Paris
Welke openwereldgame uit 2004 speelt zich af in de fictieve staat San Andreas?,Grand Theft Auto San Andreas
Welke Vlaamse voornaam betekent letterlijk “de derde zoon”?,Dries
Welke Belgische term beschrijft het evenwichtig verdelen van investeringen tussen Vlaanderen en Wallonië?,Wafelijzerpolitiek
Hoe heet een tekstueel symbool dat een emotie weergeeft,Emoticon
