vraag,antwoord
Hoe heette het Franse vlaggenschip dat deelnam aan de slag bij Fleurus?,L'Entreprenant
Welke historische grens scheidt traditioneel de noordelijke en zuidelijke Verenigde Staten?,Mason-Dixonlijn
Met welk schip voltooide Juan Sebastián Elcano de eerste wereldomzeiling?,Nao Victoria
Welke vrouw van keizer Claudius stond bekend om haar losbandigheid?,Messalina
Welke moeder van Nero huwde haar oom Claudius?,Agrippina
Welke Pruisische koning werd de Grote genoemd?,Frederik de Grote
Hoe heette het eiland Bioko tijdens de koloniale periode?,Fernando Poo
Hoe heet het manipuleren van kiesdistricten voor politiek voordeel?,Gerrymandering
Hoe heet een middeleeuwse kap met schouderstuk?,Kaproen
Hoe heet het zestiensymbool van de Macedonische koninklijke dynastie?,Zon van Vergina
Hoe heette het enorme Duitse spoorwegkanon uit de Tweede Wereldoorlog?,Schwerer Gustav of Dora
Hoe heet het kruispunt ten zuiden van Waterloo waar in 1815 hevig werd gevochten?,Quatre Bras
Welke veldslag uit 1805 geldt als Napoleons grootste overwinning?,Austerlitz
Hoe heette het paard van de hertog van Wellington tijdens Waterloo?,Copenhagen
Welke overwinning van Napoleon in 1800 gaf haar naam aan een kipgerecht?,Marengo
Welke trouwe maarschalk van Napoleon gaf zijn naam aan een hondenras?,Duroc
Hoe noemt men de middeleeuwse vrede waarbij geweld tijdelijk werd verboden op kerkelijke feestdagen?,Godsvrede
Welk Waals kasteel nabij Celles wordt beschouwd als een van de mooiste middeleeuwse kastelen van België?,Château de Vêves
Welke Duitse plaats was het buitenverblijf van Hitler in Beieren?,Berchtesgaden
Welke Franse revolutionair schreef het pamflet Wat is de Derde Stand?,Emmanuel-Joseph Sieyès
Welke Griekse held werd beschouwd als de slimste strijder voor Troje en bedacht het seinvuur?,Palamedes
Welke Macedonische dynastie bracht Alexander de Grote voort?,Argeaden
Welke Romeinse heirbaan verbond Rome met de Ligurische kust?,Via Aurelia
Welke Romeinse schrijver schreef De gouden ezel?,Apuleius
Welke beroemde Romeinse weg liep van Rome naar Brindisi?,Via Appia
Welke koninklijke dynastie regeerde over Schotland en later Engeland vanaf 1371?,Huis Stuart
Welke middeleeuwse bisschop werd patroon van Nijmegen?,Radboud
Welke oorlog van 1987 werd uitgevochten tussen Tsjaad en Libië met terreinwagens?,Toyota-oorlog
Hoe worden de Bende van Nijvel in het Frans en Engels genoemd?,Tueurs fous du Brabant of Brabant Killers
Hoe heette het zusterschip van de Bismarck?,Tirpitz
Hoe heetten de anti-katholieke rellen in Londen van 1780?,Gordon Riots
Welke film uit 2021 vertelt het verhaal van de vader van Serena en Venus Williams?,King Richard
Welke Hitchcockfilm uit 1945 draait rond psychoanalyse en geheugenverlies?,Spellbound
Welke Clint Eastwood-film vertelt het verhaal van de Amerikaanse soldaten die Iwo Jima veroverden?,Flags of Our Fathers
Welke Spielbergfilm uit 2002 gaat over een oplichter gespeeld door Leonardo DiCaprio?,Catch Me If You Can
Welke Belgische actrice speelde mee in de film Julie zwijgt?,Louise De Langhe
Welke Emir Kusturica-film won in 1995 de Gouden Palm?,Underground
Welke Belgische film van Jacques Boigelot won de Prix Italia in 1979?,Paix sur les Champs
Welke Belgische film van Gérard Corbiau werd genomineerd voor een Oscar?,Le Maître de Musique
Welke Amerikaanse politieke dramaserie speelt zich af in het Witte Huis?,The West Wing
Welke Scorsese-film uit 2019 herenigde De Niro, Pesci en Pacino?,The Irishman
Welke televisieseries werden gedragen door respectievelijk Richard Dean Anderson en Alex O'Loughlin?,MacGyver en Hawaii Five-O
Welke film met Marilyn Monroe bevat de beroemde scène boven een metroverluchting?,The Seven Year Itch
Welke nerdy buurjongen uit Family Matters werd wereldberoemd?,Steve Urkel
Welke acteur speelde Tom Hagen in The Godfather?,Robert Duvall
Welke acteur speelde in zowel Leaving Las Vegas als National Treasure?,Nicolas Cage
Welke acteur vertolkte Dominic Toretto in Fast & Furious?,Vin Diesel
Welke Amerikaanse acteur speelde in The Godfather I en II, The Conversation en The Deer Hunter, en overleed jong?,John Cazale
Welke Braziliaanse regisseur maakte City of God en The Two Popes?,Fernando Meirelles
Welke Belgische animatiefilm van Emma De Swaef en Marc James Roels werd genomineerd voor een Oscar-shortlist?,Ce Magnifique Gâteau
Welke Franse animatiefilm won in 2019 de César voor beste animatiefilm?,J'ai perdu mon corps
Welke film van Werner Herzog vertelt het verhaal van de Spaanse conquistador Lope de Aguirre?,Aguirre: Der Zorn Gottes
Welke Duitse acteur werkte vaak samen met Werner Herzog en speelde Aguirre?,Klaus Kinski
Welke Britse acteur vertolkte paus Franciscus in The Two Popes?,Jonathan Pryce
Hoe heet de tweede belangrijkste competitie van het Filmfestival van Cannes?,Un Certain Regard
Welke Amerikaans-Mexicaanse actrice werd een icoon in de jaren 60 met One Million Years B.C.?,Raquel Welch
Welke Amerikaanse actrice was het sekssymbool van de jaren 40 en speelde in Gilda?,Rita Hayworth
Welke Amerikaanse regisseur maakte The Silence of the Lambs en Stop Making Sense?,Jonathan Demme
Welke Britse actrice speelde in The Night Porter?,Charlotte Rampling
Welke acteur won een Oscar voor zijn rol in The Whale?,Brendan Fraser
Welke actrice speelde Monica Geller in Friends?,Courteney Cox
Welke concertfilm van Talking Heads wordt beschouwd als een van de beste ooit?,Stop Making Sense
Welke film van Bernardo Bertolucci speelt zich af tijdens de studentenprotesten van 1968?,The Dreamers
Welke film van Charlotte Wells uit 2022 gaat over herinneringen aan een vader?,Aftersun
Welke film van Pedro Almodóvar uit 2021 draait rond twee moeders?,Madres Paralelas
Welke korte film van Pedro Almodóvar met Tilda Swinton is gebaseerd op Cocteau?,The Human Voice
Hoe heet het Vlaamse televisieprogramma waarin uitvinders hun ideeën voorstellen?,De Bedenkers
Welke Amerikaanse atleet won vier gouden medailles op de Olympische Spelen van 1936?,Jesse Owens
Welke Italiaanse sprinter won verrassend olympisch goud op de 100 meter in Tokio?,Marcell Jacobs
Welke Belgische atleet nam deel aan de Olympische Spelen in de tienkamp en kogelstoten?,Peter Genyn Boumkwo
Welke Belgische hordeloper specialiseerde zich in de 400 meter horden?,Jonathan Sacoor Zagré
Welke Poolse atlete werd olympisch kampioene in het speerwerpen?,Maria Wolny
Welke Spaanse wielrenner won etappes in grote rondes?,Piva Castrillo
Welke Zwitserse mountainbiker werd meermaals wereldkampioen cross-country?,Nino Schurter
Welke Zwitserse wielrenner won etappes in de Ronde van Zwitserland en de Giro?,Gino Mäder
Welke Italiaanse wielrenner kreeg de bijnaam "Campionissimo" vóór Coppi?,Costante Girardengo
Welke Amerikaanse wielerploeg won zeven keer de Tour met Lance Armstrong?,US Postal
Welke Ierse wielrenner won in 1987 zowel Giro als Tour?,Stephen Roche
Welke Sovjet-turner won vijftien olympische medailles?,Nikolai Andrianov
Welke Sovjet-turnster won achttien olympische medailles?,Larisa Latynina
Welke Belgische zaalvoetballer speelde voor de nationale ploeg?,Aimen Horch
Welke Amerikaanse zwaargewichtkampioen stond bekend als The Brockton Blockbuster?,Rocky Marciano
Welke Belgische bokser vocht voor een Europese titel bij de zwaargewichten?,Riad Merhy
Welke Belgische bokser werd Europees kampioen cruisergewicht?,Yves Ngabu
Welke Amerikaanse bokser bleef ongeslagen met 50 overwinningen?,Floyd Mayweather Jr.
Welke Amerikaanse tennisster is de dochter van miljardair Terry X?,Jessica Pegula
Welke Amerikaanse tennisser won Indian Wells in 2022?,Taylor Fritz
Welke Nederlandse tennisser kreeg de bijnaam The Flying Dutchman?,Tom Okker
Welke Britse tennisspeelster won verrassend de US Open van 2021?,Emma Raducanu
Welke Soedanese NBA-speler was jarenlang de grootste speler uit de competitie?,Manute Bol
Welke Franse basketbalster werd in 2023 als eerste gekozen in de NBA Draft?,Victor Wembanyama
Welke NBA-speler kreeg de bijnaam "Mugsy" omwille vans zijn lengte van slechts 1m60?,Mugsy Bogues
Welke NBA-ster werd MVP in 2023 en speelt voor Philadelphia?,Joel Embiid
Welke NBA-legende is afgebeeld in het logo van de competitie?,Jerry West
Welke NBA-speler won in 2016 de titel met Cleveland Cavaliers naast LeBron James?,Kyrie Irving
Welke Canadese ijshockeyspeler wordt beschouwd als de grootste aller tijden?,Wayne Gretzky
Welk Zuid-Amerikaans land won het WK voetbal het vaakst?,Brazilië
Welke Argentijnse voetballer van Manchester United staat bekend om zijn spectaculaire doelpunten?,Alejandro Garnacho
Welke Spaanse voetballer speelde bijna zijn hele carrière bij Real Betis en kreeg de bijnaam El Capitán?,Joaquín Sánchez
Welke FIFA-prijs bekroont jaarlijks het mooiste doelpunt?,Puskás Award
Welke Nederlandse voetballer maakte het beroemde doelpunt tegen Argentinië op WK 1998?,Dennis Bergkamp
Welke Belg speelde voor een recordaantal voetbalploegen?,Ogunjimi
Poolse voetballer Antwerpen?, Waligora
Duitse voetballer Antwerpen?, Lehnoff
Welke Britse wiskundige legde de basis voor de booleaanse algebra?,George Boole
Hoe luidt de discriminant in een tweedegraadsvergelijking?,b² − 4ac
Hoe noemt men een complex getal waarbij het imaginaire deel van teken verandert?,Complex geconjugeerd getal
Hoe heet het wiskundige symbool ∇ dat vaak in vectoranalyse wordt gebruikt?,Nabla
Welke Britse wiskundige ontwierp onmogelijke figuren en tegelpatronen?,Roger Penrose
Welke Britse filosoof schreef Principia Mathematica samen met Whitehead?,Bertrand Russell
Welke wiskundige fractal werd genoemd naar zijn ontdekker?,Mandelbrotverzameling
Welke rimpelingen in de ruimtetijd werden voorspeld door Einstein en in 2015 waargenomen?,Zwaartekrachtgolven
Welk sterrenbeeld bevat Sirius?,Grote Hond
Welk sterrenbeeld bevat de Poolster?,Grote Beer
Waarvoor staat de afkorting UAP in hedendaagse discussies over UFO's?,Unidentified Anomalous Phenomena
Hoe heet het superzware zwarte gat in het centrum van de Melkweg?,Sagittarius A*
Hoe heet de denkbeeldige grens op 100 kilometer hoogte die vaak als begin van de ruimte geldt?,Kármánlijn
Welke laag van de atmosfeer bevindt zich boven de mesosfeer?,Thermosfeer
Welke rode superreus vormt de schouder van Orion?,Betelgeuze
Welke Nederlandse ingenieur stond bekend om zijn droogmakerijen?,Jan Adriaenszoon Leeghwater
Welke chemische eigenschap beschrijft de aantrekkingskracht van een atoom op elektronen?,Elektronegativiteit
Welk mobiele besturingssysteem wordt ontwikkeld door Google?,Android
Welke economische vuistregel stelt dat 80 procent van de gevolgen voortkomt uit 20 procent van de oorzaken?,Pareto-regel
Welke economische paradox stelt dat efficiënter gebruik van een grondstof tot meer verbruik kan leiden?,Jevons-paradox
Hoe heet de inmiddels verdwenen score die online invloed op sociale media moest meten?,Klout-score
Hoe noemt men in de elektriciteitsleer het vermogen dat geen nuttig werk verricht?,Reactief vermogen of blindvermogen
Welke chemisch element met atoomnummer 2 is een edelgas?,Helium
Welke genetische aandoening wordt gekenmerkt door een sociaal karakter en cardiovasculaire afwijkingen?,Williams-Beuren-syndroom
Hoe heet de cholesterolafzetting die vaak rond de oogleden verschijnt?,Xanthelasma
Welke neurologische aandoening werd bekend door Céline Dion?,Stiff Person Syndrome
Welke Oostenrijkse arts gaf zijn naam aan het mesmerisme?,Franz Anton Mesmer
Welk voettype heeft een langere grote teen dan de andere tenen?,Egyptische voet
Welk voettype heeft een tweede teen die langer is dan de grote teen?,Griekse voet
Welke natuurkundige ontdekte het elektron via experimenten met kathodestralen?,J.J. Thomson
Welke psychoactieve stof komt voor in zogenaamde paddo's?,Psilocybine
Waarvoor staat de afkorting TNT in de scheikunde?,Trinitrotolueen
Tot welke mineraalgroep behoren robijn en saffier?,Korund
Welke edelsteen is een blauwe variant van korund?,Saffier
Welke edelsteen staat bekend om zijn kleurenspel?,Opaal
Welke eenheid van vermogen draagt de naam van een Schotse uitvinder van de stoommachine?,Watt
Welke fotografische techniek toont een aura rond objecten?,Kirlianfotografie
Welke landbouwkundige kreeg de Nobelprijs voor de Vrede voor zijn bijdrage aan de Groene Revolutie?,Norman Borlaug
Welk conserveermiddel draagt het E-nummer E210?,Benzoëzuur
Welke Belgische klimatologe onderzoekt jaarringen om klimaatveranderingen te reconstrueren?,Valerie Trouet
Welke Vlaamse cartoonist creëerde de stripreeks F.C. De Kampioenen?,Tom Goossens
Welke Nederlandse dichter schreef de bundel Het Menselijk Bestaan?,Ed Hoornik
Welke Russische schrijver creëerde het personage Kirillov in Boze Geesten?,Kirillov
Welke roman van Hugo Claus wordt beschouwd als een van de belangrijkste Vlaamse romans van de twintigste eeuw?,Het verdriet van België
Welke roman van Tom Lanoye speelt zich af tijdens de Tweede Wereldoorlog en verscheen in 2023?,De draaischijf
Wie schreef de jeugdroman Het Uur Nul?,Dirk Bracke
Welke prestigieuze literaire prijs wordt jaarlijks uitgereikt in het Verenigd Koninkrijk?,Booker Prize
Welke Britse schrijfster won in 2019 de Booker Prize met Girl Woman Other?,Bernardine Evaristo
Welke Amerikaanse auteur schreef The Skies Belong to Us en American Sniper?,Matthew Albanese
Welke biograaf schreef de bestseller over Steve Jobs?,Walter Isaacson
Hoe heet de theocratische staat uit The Handmaid's Tale?,Gilead
Wie schreef De hut van oom Tom?,Harriet Beecher Stowe
Wie schreef To Kill a Mockingbird?,Harper Lee
Welke Amerikaanse dichter schreef Leaves of Grass?,Walt Whitman
Welke onvoltooide ridderroman van Matteo Maria Boiardo ging vooraf aan Orlando Furioso?,Orlando Innamorato
Welke epische renaissanceroman werd geschreven door Ludovico Ariosto?,Orlando Furioso
Welke Duitse schrijfster schreef Onder buren en Corpus Delicti?,Juli Zeh
Hoe heet de romancyclus van Émile Zola over een familie onder het Tweede Keizerrijk?,Les Rougon-Macquart
Welke Franse novelle van Antoine de Saint-Exupéry werd wereldwijd vertaald?,Le Petit Prince
Welke Franse schrijver creëerde de figuur van Poil de Carotte?,Jules Renard
Welke Franse meisjesnaam wordt vaak geassocieerd met de middeleeuwse liefdesroman Aucassin et Nicolette?,Alys
Welke Deense schrijfster schreef de autobiografische Kopenhagen-trilogie?,Tove Ditlevsen
Welke historische roman van Gogol draait rond een Kozakkenleider?,Taras Bulba
Saffran Foer
Hoe heet de verteller in Lolita van Vladimir Nabokov?,Humbert Humbert
Welke komedie van Ernst Lubitsch uit 1939 speelt zich af in de Sovjet-Unie?,Ninotchka
Welke Italiaanse schrijver schreef Onzichtbare Steden?,Italo Calvino
Welke Amerikaanse beeldhouwster maakte monumentale assemblages van houten objecten?,Louise Nevelson
Welke 17e-eeuwse Belgische schilderes maakte Het Triomf van Bacchus?,Michaelina Wautier
Welke Amerikaanse danser en choreograaf creëerde de musical Oklahoma!?,Rogers
Welke Nederlandse schilder specialiseerde zich in marines en zeeslagen?,Hendrik Cornelisz Vroom
Welke Britse kunstenaars vormden samen een invloedrijk conceptueel kunstenaarsduo?,Gilbert & George
Welke kleur kreeg Picasso's Blauwe Periode?,Blauw
Welke kleur domineerde Picasso's Roze Periode?,Roze
Met welke kunststroming wordt Picasso vooral geassocieerd?,Kubisme
Welke Vlaamse schilder stond bekend om zijn kroegtaferelen?,Adriaen Brouwer
Welke Zwitsers-Duitse kunstenaar schilderde Twittering Machine?,Paul Klee
Welke Amerikaanse schilder maakte beroemde portretten van George Washington?,Charles Willson Peale
Welke Belgische Magnum-fotograaf maakte reportages in Congo, India en de Sovjet-Unie?,Carl De Keyzer
Welke Belgische kunstcriticus was medeoprichter van de kunstenaarsgroep Les XX?,Octave Maus
Welke Britse beeldhouwer maakte monumentale menselijke figuren en werkte vaak met gips?,Thomas Houseago
Welke Franse beeldhouwer werkte voor Lodewijk XIV in Versailles?,Antoine Coysevox
Welke Italiaanse schilder behoorde tot de Macchiaioli-beweging?,Telemaco Signorini
Welke Japanse modeontwerper stond bekend om zijn geplisseerde kleding?,Issey Miyake
Welke New Yorkse straatfotograaf heette eigenlijk Arthur Fellig?,Weegee
Welke Oostenrijkse kunstenaar schilderde De Kus?,Gustav Klimt
Welke Russische realist schilderde De Wolgaslepers?,Ilja Repin
Welke Zwitsers-Franse architect ontwierp de Villa Savoye?,Le Corbusier
Welke Deens-IJslandse kunstenaar maakte The Weather Project in Tate Modern?,Olafur Eliasson
Welke Vlaamse renaissanceschilder stond bekend om zijn panoramische landschappen?,Joachim Patinir
Welke choreograaf creëerde een naar hem genoemde methode binnen de moderne dans?,Rogers
Welke giftige bosplant draagt één zwarte bes?,Eenbes
Welke zure rode bes groeit in veengebieden?,Veenbes
Welke grote geel-zwarte vlinder is de grootste dagvlinder van België?,Koninginnenpage
Welke vlinder heeft opvallende oogvlekken op de vleugels?,Dagpauwoog
Welke paddenstoel heeft een zwavelgele kleur en groeit in bundels?,Zwavelkopje
Welke houtzwam heeft een opvallende gele kleur?,Zwavelzwam
Welke kleine uilensoort komt veel voor in Europa?,Steenuil
Welke stekelige struik met gele bloemen groeit op arme gronden?,Gaspeldoorn
Hoe heet het grootste mangrovebos ter wereld op de grens van India en Bangladesh?,Sundarbans
Hoe noemt men een pad van boomstammen door drassig terrein?,Knuppelpad
Welk insect vangt mieren met een trechtervormige val?,Mierenleeuw
Welke grasachtige plant heeft een pluimvormige bloeiwijze en geeft haar naam aan een kapsel?,Vossenstaart
Welke plant uit de lipbloemenfamilie wordt ook leeuwenstaart genoemd?,Wolfspoot
Welke plant wordt vaak gebruikt als natuurlijke afscheiding in tuinen en draagt rode bottels?,Rozenhaag
Welke rietvogel staat bekend om zijn gevarieerde zang?,Rietzanger
Welke vlindersoort heeft opvallende oranje vleugelpunten bij het mannetje?,Oranjetipje
Welke vogelgroep omvat kippen, hoenders, korhoenders en patrijzen?,Hoenderachtigen
Welke zangvogel broedt vaak in graslanden en akkers?,Graspieper
Hoe heet de vrouw van Siegfried in de Noordse mythologie?,Gudrun
Welk getal is heilig in het hindoeïsme en vaak terug te vinden in gebedssnoeren?,108
Welke mythische uitvinder bouwde het labyrint van Kreta?,Daedalos
Welke loa uit de voodoo wordt afgebeeld met hoge hoed en schedelgezicht?,Baron Samedi
Hoe heet de rode draak op de vlag van Wales?,Y Ddraig Goch
Hoe heet het gouden gevleugelde ram uit de Griekse mythologie?,Chrysomallus
Welke Azteekse god werd afgebeeld met een gevilde menselijke huid?,Xipe Totec
Welke Bijbelse figuur werd door Jezus uit de dood opgewekt nadat zijn dochter was gestorven?,Jairus
Welke streek aan de Zwarte Zee was het doel van Jason en de Argonauten?,Colchis
Welk legendarisch monster werd volgens de Provençaalse folklore getemd door Sint-Martha?,Tarasque
Welke gekonfijte citrusvrucht wordt gebruikt in gebak en fruitcake?,Sukade of Cederappel
Welke bittere sinaasappel wordt gebruikt voor marmelade?,Pomerans
Hoe heet een populair Sri Lankaans gerecht van fijngehakte roti?,Kottu
Hoe heette de gefermenteerde vissaus van de Romeinen?,Garum of Liquamen
Hoe heet de Spaanse paella-variant met noedels in plaats van rijst?,Fideuà
Welke Belgische abdijbieren dragen de naam van een Brabantse hertog?,Hertog Jan
Hoe heet het Peruaanse gerecht van rauwe vis gemarineerd in citrussap?,Ceviche
Hoe noemt men een suikerkorrel zonder kleurige coating die vaak op gebak wordt gebruikt?,Nonpareil
Welk gerecht uit het Midden-Oosten bestaat uit eieren gepocheerd in tomatensaus?,Shakshuka
Welke Aziatische kippenbereiding is populair in Laos?,Laotiaanse kip
Welke Franse ontwerper werd wereldberoemd met zijn citruspers Juicy Salif?,Philippe Starck
Welke Siciliaanse gebaksspecialiteit bestaat uit een gevulde krokante rol?,Cannoli
Welke drank op basis van cocabladeren werd ontwikkeld door Angelo Mariani?,Vin Mariani
Welke gefrituurde rijstbal is een specialiteit van Sicilië?,Arancini
Hoe noemt men het verwijderen van overtollige takken aan bomen?,Emonderen
Welk Beiers klooster claimt de oudste nog actieve brouwerij ter wereld te bezitten?,Weihenstephan
Welke Belgische chef-kok richtte restaurant L'Air du Temps op?,Thierry Jaspart
Welke mobiele game draait rond graffiti-spuitende jongeren op treinsporen?,Subway Surfers
Welke roze Nintendo-figuur kan vijanden opzuigen?,Kirby
Welke groene dinosaurusachtige figuur is een vaste compagnon van Mario?,Yoshi
Welke puzzelplatformspel van Coldwood Interactive draait rond een figuurtje van rode draad?,Unravel
Welke videogame combineert voetbal met raketaangedreven auto's?,Rocket League
Welke Belgische voetballer kwam in opspraak na een spectaculair auto-ongeval?,Sofian Kiyine
Welke Limburgse politica kwam onder vuur tijdens de coronacrisis?,Veerle Heeren
Welke N-VA-politicus vertegenwoordigt West-Vlaanderen in de Kamer?,Sander Loones
Welke Chinese ondernemer richtte Alibaba op?,Jack Ma
Welke Belgische minister van Justitie was jarenlang een boegbeeld van CD&V?,Koen Geens
Welke Vlaamse minister-president bestuurde Vlaanderen in de jaren 90?,Luc Van den Brande
Welke Franse premier werd in 2024 Europees commissaris?,Michel Barnier
Wie werd in 2024 de eerste vrouwelijke hoge vertegenwoordiger van de EU voor Buitenlandse Zaken uit Estland?,Kaja Kallas
Welke Afro-Amerikaanse automobilist werd in 1991 slachtoffer van buitensporig politiegeweld in Los Angeles?,Rodney King
Welke Belgische ondernemer richtte modeketen FNG op?,Dieter Penninckx
Welke Belgische presentatrice werkte voor VTM en Kanaal Z?,Caro Van Thuyne
Welke Vlaamse politicus richtte de partij Lijst Dedecker mee op en presenteerde later LN24?,LN24
Welke ondernemer was jarenlang CEO van Optima Bank?,Jeroen Piqueur
Welke Franse rockzanger heette eigenlijk Jean-Philippe Smet?,Johnny Hallyday
Wat is bakboord in het Engels?,Portside
Hoe noemt men een woord dat slechts één keer voorkomt in een corpus of tekst?,Hapax legomenon
Welke Nederlandse satirische nieuwssite wordt vaak vergeleken met The Onion?,De Speld
Hoe heet het Catalaanse kerstfiguurtje dat hurkend wordt afgebeeld?,Caganer
Hoe noemt men een kind dat beide ouders verloren heeft?,Weeskind
Tonica en mediant do en mi
Welke internetwet stelt dat naarmate een discussie langer duurt, de kans op een vergelijking met Hitler toeneemt?,Wet van Godwin
Hoe noemt men voorbereidende werkzaamheden zoals uitgraven en nivelleren op een bouwplaats?,Grondwerk
Welke Japanse filosofie draait rond voortdurende verbetering?,Kaizen
Welke Japanse levensfilosofie verwijst naar een reden van bestaan?,Ikigai
Hoe noemt men het traditionele Arabische vreugdegejuich van vrouwen?,Ululeren of Zaghrouta
Hoe heet een traditioneel reuzenfeest in Noord-Frankrijk en België?,Ducasse
Hoe heet een systeem waarmee schepen uit het water worden getild voor onderhoud?,Sliplift
Welke stof wordt gebruikt om de pomerans van een biljartkeu stroever te maken?,Biljartkrijt
Hoe heet de wollen schouderband die door aartsbisschoppen wordt gedragen?,Pallium
Hoe heet een houten wandelpad door een moerasgebied?,Vlonderpad
Hoe heet het online publiceren van persoonlijke gegevens met kwaadwillige bedoelingen?,Doxxing
Hoe heet het e-mailprogramma van Mozilla?,Thunderbird
Welke Belgische biotechgroep ontwikkelde onder meer efgartigimod?,argenx
Welke Belgische biotechgroep werd opgericht door Onno van de Stolpe?,Galapagos
Welke Chinese fabrikant produceert elektrische auto's zoals de G9?,XPENG
Welke Chinese autofabrikat betekent Build Your Dreams?,BYD
Welk automerk werd opgericht door Henry Leland?,Cadillac
Waarvoor staat de afkorting RSVP op een uitnodiging?,Répondez s'il vous plaît
Welke Duitse speelgoedfabrikant maakt educatieve spellen voor kinderen?,HABA
Welke Franse minister gaf zijn naam aan een bepaalde manier om personen af te beelden?,Étienne de Silhouette
Welke Hongaarse journalist gaf zijn naam aan de balpen?,László Bíró
Welke kleur betekent jaune in het Frans?,Geel
Welke onderwijsvorm in Vlaanderen combineert algemene vorming met beroepsgerichte competenties?,Doorstroomfinaliteit
Wie creëerde de Barbie-pop voor Mattel?,Ruth Handler
Welke Nederlandse winkelketen is gespecialiseerd in meubels en woninginrichting?,Leen Bakker
