vraag, antwoord
Welke Britse triphopband is bekend van Gorecki?,Lamb
Welke Britse rockband brak door in 2023?,The Last Dinner Party
Welke band werd geleid door Paul Weller?,The Style Council
Welke Amerikaanse band schreef Roadrunner?,The Modern Lovers
Welke alternatieve metalband maakte Epic?,Faith No More
Welke fictieve schrijver is een personage bij Edgar Allan Poe?,William Wilson
Welke rapper bracht Man on the Moon uit?,Kid Cudi
Welke groep componeerde Vivaldi’s bekendste werk?,The Four Seasons
Welke dance-act maakte de hit Shed My Skin?,D*Note
Welke band scoorde met All Star?,Smash Mouth
Welke Deense metalband combineert rock en vikingsfeer?,Volbeat
Welke elektronische track van Yello is een klassieker?,Bostich
Welke vlinder heeft witte vlekken op donkere vleugels?,Witvlakvlinder
Welke plant staat symbool voor verbinding tussen hemel en aarde?,Jacobsladder
Welke katachtige leeft op het Iberisch schiereiland?,Pardellynx
Welke schuwe vogel leeft in boreale bossen?,Hazelhoen
Welke vleesetende plant vangt prooien met blaasjes?,Blaasjeskruid
Welke plant wordt vaak gebruikt in kruidengeneeskunde?,Knopkruid
Welke vis trekt in het voorjaar de rivier op?,Meivis
Welke plant wordt gebruikt als keukenkruid?,Mansoor
Welke geitensoort komt uit de Alpen?,Zwarthalsgeit
Welke datum verwijst naar een bekend schilderij van Goya?,3 mei 1808
Welk Schots kledingmerk is bekend om knitwear?,Lyle & Scott
Welke Belgische kunstenaar werkte met licht?,Geo Henderickx
Welke Engelse schilder maakte industriële stadsgezichten?,L.S. Lowry
Hoe heet het vernietigde kunstwerk van Banksy?,Love is in the Bin
Welk museum bezit veel werken van Monet?,Musée Marmottan
Welke Belgische kunstenaar werkte met textiel?,Guy Ducheyne
Hoe heet het kunstpark van Koen Vanmechelen?,Labiomista
Welke Vlaamse kunstenares werkt met sculptuur?,Helga Torfs
Welke Franse architect ontwierp delen van het Louvre?,Pierre Lescot
Welke Belgische interieurontwerper is internationaal bekend?,Remi Rooms
Welke Nederlandse fotograaf documenteerde Amsterdam?,Jacob Olie
Welke Britse beeldhouwer maakte abstracte metalen vormen?,Richard Deacon
Welke Vlaamse politicus kwam recent in het nieuws?,Arthur Tollenaere
Welke Waalse stad is bekend om haar abdij?,Stavelot
Welke Deense vuurtoren dreigt in zee te storten?,Rubjerg Knude
