vraag,antwoord
De negentiende Romeinse keizer regeerde voor een korte periode in 193 na Christus. Hij kwam aan de macht nadat hij het rijk had gekocht van de Praetoriaanse Garde. Die had zijn voorganger Pertinax had vermoord. Dit ondermijnde zijn legitimiteit. Hij werd in Rome geëxecuteerd nadat de Senaat hem tot publieke vijand had verklaard,Julianus
De twintigste Romeinse keizer regeerde van 193 tot 211. Hij  versloeg uiteindelijk zijn rivalen om zijn heerschappij te consolideren. Hij versterkte het Romeinse leger en was succesvol in campagnes in het Oosten en Afrika en India. Zijn regering markeerde het begin van een dynastiek. Hij stierf in Eboracum het huidige York inEngeland tijdens de voorbereidingen voor een campagne in Caledonië, Septimius Severus
De eenentwintigste Romeinse keizer regeerde van 211 tot 217. Zijn officiële naam was Marcus Aurelius Severus Antoninus. Maar hij is bekend onder zijn bijnaam die afgeleid is van de mantel die hij droeg. Hij kwam alleen aan de macht nadat hij zijn broer liet vermoorden. Hij genoot grote populariteit onder de soldaten maar voerde een schrikbewind tegen de burgerij,Caracalla
De tweeëntwintigste Romeinse keizer regeerde van 217 tot 218. Hij was prefect van de praetoriaanse garde en kwam aan de macht door een complot tegen zijn voorganger. Hij was de eerste keizer die niet eerst senator was geweest. Bovendien was hij van gemengde Berberse en Fenicische afkomst. Een jaar langer werd hij door troepen van zijn opvolger vermoord,Macrinus
De drieëntwintigste Romeinse keizer regeerde van 218 tot 222. Zijn moeder was een nicht van Caracalla. Door Macrinus te verslaan en om te brengen herstelde hij de dynastie. Hij droeg de naam van een Syrische zonnegod die gelijkgesteld werd aan de Romeinse Sol Invictus. Recent wordt hij beschouwd als een genderneutraal of multiseksueel persoon. Dit zou een reden geweest zijn voor de praetoriaanse garde om zijn neef aan te stellen als keizer en hem te vermoorden,Elagabalus
De vierentwintigste Romeinse keizer regeerde van 222 tot 235. Hij was pas dertien toen de praetoriaane garde hem aanstelde als keizer. Hij was een zachtmoedig heerser. Hij bleek niet opgewassen tegen de invallen van de Sassaniden in het oosten en de Germanen in het noorden. Bij een muiterij van het leger in Mainz werd hij samen met zijn moeder in de val gelokt en vermoord. Hierna volgde het tijdperk van soldatenkeizers,Severus Alexander
Hij was de eerste soldatenkeizer die de troon besteeg na de moord op Severus Alexander. Hij was een sterke worstelaar en schopte het als lijfwacht tot generaal. Bij zijn troonsbestijging vervolgde hij de adel en raadslieden van zijn voorganger, Maximinus Thrax
Dit driegeslacht van keizers bood samen met Pupienus en Galbinus weerstand aan Maximinus. Ze opereerden vanuit Carthago en hadden de bijnaam Africanus. De eerste twee regeerden samen maar stierven in de burgeroorlog. De laatste sneuvelde in de oorlog tegen de Perzen, Giordanus
Deze keizer regeerde van 244 tot 249. Die periode vormde een oase van rust in de woelige derde eeuw? Hij sloot vrede met de Perzen en versterkte zijn macht bij Senaat en burgers onder andere door bouwwerken aan te vatten. Hierdoor moest hij belastingen verhogen. Hij hield grote festiviteiten om het eerste millennium van Rome te vieren, Philippus de Arabier
Deze soldatenkeizer regeerde van 253 tot 260. Hij werd gevangen door de Perzische koning Shapur en volgens de legende verplicht vloeibaar goud te drinken, Valerianus
Welke zoon van Valerianus regeerde van 260 tot 268? Hij zag het rijk uiteenvallen in drie stukken waaronder het Gallische en het Palmyreense rijk, Gallienus
Welke usurpator stichtte het Gallische rijk in 260 en bleef keizer tot 269, Postumus
Welke usurpator stichtte het Palmyreense rijk in 260 en bleef keizer tot 267, Odaenathus
Hoe heette de keizerin van Palmyra die haar man opvolgde en als voogd over hun zoontje de ware macht uitoefende van 267 tot 272, Zenobia
Deze keizer herenigde tussen 270 en 275 het rijk. Er werd een Franse stad naar hem vernoemd, Aurelianus
Deze keizer bracht militair en civiel rust in het rijk tussen 276 en 282 maar werd vermoord toen hij zijn leger aan het werk zette voor burgerlijke opdrachten, Probus
Welke keizer probeerde orde op zaken te stellen in het grote rijk door een tetrarchie op te richten, Diocletianus
Wie was tijdens de tetrarchie de medekeizer van Diocletianus en beheerde het Westelijke deel, Maximianus
Wie was tijdens de tetrarchie onderkeizer van Maximianus in het Westen en de vader van de latere Constantijn de Grote, Constantius I
Wie was tijdens de tetrarchie onderkeizer van Diocletianus in het Oosten, Galerius
Wie was tijdens de tetrarchie de onderkeizer van Constantius in het westen, Maximinus Daza
Wie was tijdens de tetrarchie de onderkeizer van Galerius in het westen, Valerius Severus
Hoe heette de zoon van Maximianus die in opstand kwam en zichzelf tot keizer van het Westen uitriep, Maxentius
Wie werd in de opvolgingsstrijd door een speciale bijeenkomst van de tetrarchen benoemd tot keizer van het westen, Licinius
Wie kwam uiteindelijk uit de tetrarchie als enige keizer en kreeg zogezegd een visioen waarin de god der Christenen hem op weg zette naar de overwinning, Constantijn I
Hoe heetten de zoons van Constantijn de Grote die heersten over het rijk tussen 337 en 361, Constantijn II Constans I en Constantius II
Welke soldatenkeizer zat op de troon tussen 364 en 375 en stierf terwijl hij zich kwaad maakte op Germaanse onderhandelaars, Valentinianus I
Wie regeerde als laatste keizer het ganse rijk tussen 379 en 395 en promoveerde het Christendom tot staatsgodsdienst, Theodosius I
Welke zoon van Theodosius nam tussen 395 en 408 het Oosten voor zijn rekening, Arcadius
Welke zoon van Theodosius nam tussen 395 en 423 het Westen voor zijn rekening, Honorius
Welke zoon van Arcadius regeerde tussen 408 en 450 dus 42 jaar lang over het Oosten en liet de muren rond Constantinopel afwerken, Theodosius II
Welke onbekwame keizer bleef toch 30 jaar op de westelijke troon tot hij zijn beschermengel Flavius Aëtius liet vermoorden waarna het rijk snel verviel, Valentinianus III
Wie staat geboekstaafd als de laatste West-Romeinse keizer die door Odoaker werd verdreven. Hij zou pas 11 jaar geweest zijn en zijn leven werd gespaard, Romulus Augustulus
