vraag,antwoord
Welke Nederlandse dichter wordt geassocieerd met het tijdperk van het Interbellum en de beweging van de vernieuwers in de poëzie?, Marsman
Hoe heet de nieuwe roman van Kristien Hemmerechts, Van Verre Gekomen
Welke Nederlandse auteur schreef de roman Een schitterend gebrek?, Arthur Japin
Welke Vlaamse dichteres schreef samen met Maarten Inghels het project De stad de dichter en het verdriet?, Charlotte Van den Broeck
Welke Nederlandse schrijfster geboren als Bamberg stond voor sociaal engagement met Jan Rap of Gemmetje Victoria, Yvonne Keuls
Welke nonsensgeschiedenis schreef Piet Paaltjens en wat was zijn echte naam, Oera Linda en François Haverschmidt
Welke Franse schrijfster werd beroemd via Booktok met Al het blauw van de Hemel, Melissa da Costa
Welke Franse schrijfster werd bekend met haar autobiografische Claudine-romans, Colette
Hoe heet de familiekroniek van 20 romans Emile Zola waaronder Germinal, Les Rougon-Macquart
Welke Frans-Marokkaanse schrijfster won de Prix Goncourt in 2016 met Chanson douce?, Leïla Slimani
Welke Italiaanse renaissancedichter schreef het epische gedicht Orlando Furioso?, Ludovico Ariosto
Wie won prijzen met De Acht Bergen?, Paolo Cognetti
Welke Italiaanse schrijver is bekend van de roman “Onzichtbare Steden”?, Italo Calvino
Welke moderne Duitse auteur won tal van prijzen o.m. met haar roman Unterleuten?, Juli Zeh
Welke Georgisch-Duitse auteur schreef Het achtste leven (voor Brilka)?, Nino Haratischwili
Welke 19e-eeuwse literaire stroming stond bekend om huiselijkheid en burgerlijke harmonie?, Biedermeier
Welke Deense schrijfster is bekend van de Kopenhagen-trilogie?, Tove Ditlevsen
Wie schreef Nils Holgersson, Selma Lagerlöf
Welke Zweedse dichter kreeg in 2011 de Nobelprijs voor Literatuur?, Tranströmer
Hoe heette de fabelverteller in het oude Griekenland, Aesopus
Welke Japanse auteur schreef De Tempel van de Gouden Paviljoen?, Yukio Mishima
Welke familie staat centraal in Gabriel García Márquez’ roman Honderd jaar eenzaamheid?, Buendía
Spaans woord voor schelmenroman, Picareskroman
Welke schrijfster schreef onder het pseudoniem George Sand?, Amantine Dupin
Welke schrijfster schreef onder het pseudoniem George Elliot?, Mary Anne Evans
Welke schrijfster schreef onder het pseudoniem Robert Galbraith?, JK Rowling
Wie is de auteur van de beroemde strip Fritz the Cat?, Robert Crumb
Wat is de nieuwe vernederlandste naam van Assurancetourix?, Kakafonix
Wie tekende de strips van Natasja en Rubine?, François Walthéry
Welke scenarioschrijvers werkten met tekenaar Walthéry?, Mythic en Dragan de Lazare
Welke Italiaanse striptekenaar staat bekend om zijn erotisch werk ?, Milo Manara
Wie is vaste scenarist van Manara?, Alejandro Jodorowsky
Wie is de auteur van Jugurtha Jeremiah en De torens van Schemerwoude?, Hermann
Welke stripreeks van Christin en Mézières geldt als klassieker in de sciencefiction?, Ravian Valérian
Hoe heet de stripreeks van François Schuiten en Benoît Peeters over imaginaire art-deco steden?, De duistere steden
Welke Amerikaanse bijnaam verwijst naar een lid van een beruchte bende en werd later een stripfiguur?, Bulger
Wat is de naam van de jeugdvoetbalploeg van Suske en Wiske?, FC De Kapoenen
Hoe heten Suske en Wiske in het Engels?, Spike en Suzy
Hoe heet de prijs voor de beste zin, Tzum-prijs 
Welke stripreeks is van Van Hamme en Rosinski, De Chninkel
Welke stripreeks is van Casales en Guarnido, Blacksad
Wie schreef de strip Maus, Art Spiegelma
Welke stripreeks is van Loisel en Tripp, Magasin général
Welke alternatieve strip maakte Franquin, Zwartkijken
Van welke tekenaar is De loopgravenoorlog, Tardi
Welke Amerikaanse schrijver schreef de “Rabbit”-romancyclus?, John Updike
Welke Amerikaanse auteur schreef o.a. “Them” en “Blonde”?, Joyce Carol Oates
Welke tijdgenoot van Sartre won de prix Goncourt met La Condition Humaine, André Malraux
In welke strip maken we kennis met Robert en Bertrand, Mysterie op Rozendael
Wie won de nobelprijs literatuur in 2025, László Krasznahorkai
Wie won de F. Bordewijk-prijs voor Ik ga naar de schapen, Marieke De Maré	 
Wie ontving de J. Greshoff-prijs voor Handicap: een bevrijding, Anaïs Van Ertvelde 
Wie won de Grand Prix du Roman 2023 (België) voor Eunice, Lisette Lombé	 
Wie ontving de Leo Beeckman-prijs 2023, Patrick McGuinness	 
Wie won de publieksprijs van De Boon 2025 voor De levens van Claus, Mark Schaevers 
Wie won de Boon-prijs voor kinder- en jeugdliteratuur 2025 voor Wat ons nog rest, Aline Sax	
Wie won de Libris Literatuurprijs 2025 voor Oroppa, Safae el Khannoussi
Wie ontving de Ark Prize van het Vrije Woord (2024) voor zijn werk, Aleksandr Skorobogatov
Wie won de Herman de Coninckprijs 2025 voor haar debuutbundel De dansvloer is van iedereen, Maaike de Wolf 
Wie ontving de Prix Fintro Prijs Nederlandstalige Literatuur (2023), Tijl Nuyts
Welke Belgische werd genomineerd voor de Prix Goncourt (2025), Charlotte Lamarche
Welke Rus schreef De meester en Margarita, Bulgakov
Welke twee Brugse dichters hebben meegewerkt aan het Gruuthuse-handschrift, Jan Van Hulst en Jan Moritoen
Hoe heet de jongste worp van Dimitri Verhulst, Bechamel Mucho
Wat was het laatste boek dat Vargas Llosa schreef, Le dedico mi silencio
Hoe heet het jonge hoofdpersonage uit de blikken trommel?,Oscar Maserat
Hoe heet Bart Van Loo zijn boek over de Bourgondiërs in het Frans?,Les Téméraires
Wie schrijft de fifty shades reeks, E.L. James
Welke fantasy-schrijfster heeft onder meer A Count of Roses and Thorns op haar naam, Sarah J. Maas
Welke booktok-ster is auteur van It ends with us, Colleen Hoover
Welke auteur schreef de thriller The Girl on the Train?,Paula Hawkins
Welke Wit-Russische Nobelprijswinnares schreef Het einde van de rode mens?,Svetlana Aleksijevitsj
Welke Vlaamse striptekenaar is de maker van Boerke?,Pieter De Poortere
Hoe heet een gestapeld rijmpje met 1-2-3-4-1 woorden om kinderen en volwassenen in te leiden in de poëzie, Elfje
Wie is de best verkopende thriller-auteur met haar boeken over de psychologe Kathleen Verlinden, Anja Feliers
Vrouwelijk nevenpersonage Robbedoes, IJzerlijm
Vrouwelijk nevenpersonage Agent 327, Olga Lawine
Welk boek schreef Charlotte Van den Broeck over een verdwenen diersoort, Een vlam Tasmaanse Tijgers
Wie schreef en wie regisseerde Wil?, Olyslagers en Mielants
Hoe heette de duits-russische schrijfster-psychoanalyst die onder andere Nietzsche het hoofd op hol bracht, Lou Andreas-Salomé
Welke Amerikaanse schrijver en filosoof schreef het natuurboek Walden?,Thoreau
Wie is de bedenker van de strip Calvin and Hobbes?,Watterson
