vraag,antwoord
Welke Nederlandse stormvloedkering maakt deel uit van de Oosterscheldewerken?,Neeltje Jans
Welke Amerikaanse staat staat bekend als de Hawkeye State?,Iowa
Welke rivier stroomt door Madrid?,Manzanares
Welke Portugese regio staat bekend om olijfbomen en uitgestrekte vlaktes?,Alentejo
Welke Spaanse historische regio ligt rond Cáceres en Badajoz?,Estremadura
Welke Angolese exclave ligt aan de Atlantische Oceaan tussen Congo en Congo-Kinshasa?,Cabinda
Welke Omaanse exclave ligt aan de Straat van Hormuz?,Musandam
Welke Iraakse stad werd bekend door zware gevechten tijdens de Irakoorlog?,Fallujah
Welke Iraakse stad werd getroffen door een gifgasaanval onder Saddam Hoessein?,Halabja
Welke Russische havenstad ligt aan de Barentszzee?,Archangelsk
Op welk centraal plein in Athene bevindt zich het Griekse parlement?,Syntagma-plein
Welke Spaanse regio in het noordwesten heeft Santiago de Compostela als hoofdstad?,Galicië
Welke mangrovegebieden liggen op de grens van India en Bangladesh?,Sundarbans
Welke eilandstaat in de Indische Oceaan bestaat uit honderden koraaleilanden?,Malediven
Welke Italiaanse stad is bekend om de basiliek van Sint-Antonius en de universiteit?,Padua
Welk eiland in de Seine bij Parijs werd vroeger gebruikt als gevangeniseiland?,Fazanteneiland
Welke rivier vormt de grens tussen Frankrijk en Spanje in Baskenland?,Bidasoa
Welke Zuid-Amerikaanse rivier stroomt door Brazilië en Argentinië en mondt uit in de Río de la Plata?,Paraná
Welke Belgische gemeente ligt in de provincie Antwerpen en is bekend als geografisch middelpunt van België?,Molenbeersel
Welke Belgische deelgemeente van Voeren ligt tegen de Nederlandse grens?,Teuven
Welke hoofdstad van Liberia ligt aan de Atlantische Oceaan?,Monrovia
Welke bergketen vormt de grens tussen Polen en Slowakije?,Tatra
Welke grote rivier stroomt door Myanmar en mondt uit in de Andamanse Zee?,Irrawaddy
Welke Belgische gemeente werd bekend als grensgemeente in Limburg?,Tracé
Welke Belgische plaats staat bekend om het kasteel en domein Mariemont?,Mariemont
Welke Waalse stad gaf haar naam aan een historisch kasteelgebied?,Mariembourg
Welke bergpas verbindt Pakistan met Afghanistan?,Khyberpas
Welke voormalige mijnsite in Marcinelle is UNESCO-werelderfgoed?,Bois du Cazier
Welke voormalige steenkoolmijn in La Louvière is UNESCO-werelderfgoed?,Bois-du-Luc
Welke enorme cipres in Mexico wordt beschouwd als een van de oudste bomen ter wereld?,Montezuma-cypres
Welke Mexicaanse staat is bekend om de stad Oaxaca?,Oaxaca
Welke beroemde voetgangersoversteekplaats ligt in Tokio?,Shibuya Crossing
Wat is de belangrijkste rivier van West-Afrika met zo'n 4200 kilometer en stroomt in een halve-maanvorm door naar de Golf van Guinee?,Niger
Dit bergachtig gebiedreek op de Balkan bestaat grotendeels uit het stroomgebied van de rivier de Neretva,Herzegovina
Welke historicus en collaborateur was oorlogsburgemeester van Gent onder de nazi's?,Hendrik Elias
Wat is het omgekeerde van het Stockholmsyndroom dus dat gijzelnemers sympathiseren met hun gijzelaars?,Lima
Welk acroniem voor Nationale militaire organisatie en welke eerste term verwijst naar de terreurorganisatie van de revisionistische zionisten in het Brits mandaatgebied Palestina?, Etzel en Irgoen
Welke Chinese keizerin-weduwe regeerde tijdens de late Qing-dynastie?,Cixi
Welke Franse kaper uit de 17e eeuw kreeg de bijnaam de Duivel van Duinkerke?,Jean Bart
Welke Sovjetmaarschalk werd geëxecuteerd tijdens de Grote Zuivering van Stalin?,Michail Toechatsjevski
Welke Uruguayaanse guerrillabeweging speelde een rol in de jaren 60 en 70?,Tupamaros
Welke bijnaam gaven de Duitsers aan de vrouwelijke Sovjet-bommenwerpers uit WO II?,Nachtheksen
Met welk type vliegtuig vlogen de nachtheksen en waarvan was het gemaakt?, Polikarpov en hout
Welke Amerikaanse president was de eerste geboren buiten de oorspronkelijke dertien kolonies?,Martin Van Buren
Welke veldslag uit 1813 wordt ook de Volkerenslag genoemd en betekende een grote nederlaag voor Napoleon?,Slag bij Leipzig
Welke Romeinse keizer verwoestte Jeruzalem in 70 na Christus?,Titus
Welke Frankische edelvrouw uit de 6e eeuw kreeg de bijnaam “met de grote voeten”?,Bertha met de Grote Voet
Welke Mexicaanse president en dictator regeerde gedurende een lange periode,Porfirio Díaz
Welke paus voerde in 1904 de codificatie van het kerkelijk recht door en werd heilig verklaard?,Pius X
Welke Russische revolutionair was een belangrijke leider van de bolsjewieken en werd later verbannen door Stalin?,Leon Trotski
Welke Amerikaanse president werd vermoord na slechts enkele maanden in functie?,James Garfield
Welke veldslag in 57 v.Chr. was een overwinning van Julius Caesar op de Nerviërs?,Slag bij de Sabis
Welke veldslag in 334 v.Chr. was de eerste grote overwinning van Alexander de Grote tegen de Perzen?,Slag aan de Granicus
Welke tiran bouwde een machtige Griekse stadstaat op Sicilië uit?,Dionysios I van Syracuse
Welke vluchtelingenkampen werden in 1982 het toneel van een bloedbad tijdens de Libanese Burgeroorlog?,Sabra en Shatila
Welke middeleeuwse overeenkomst uit 1529 beëindigde tijdelijk het conflict tussen Frankrijk en de Habsburgers?,Damesvrede
Welke Beierse hertogin werd bekend als keizerin Sisi van Oostenrijk?,Elisabeth in Beieren
Welke Italiaanse stad was de hoofdstad van het West-Romeinse Rijk en later een belangrijk Byzantijns centrum?,Ravenna
Welke veldslag in 1798 was een overwinning van Napoleon tegen de Mammelukken in Egypte?,Slag bij de Piramiden
Welke Ostrogotische koning heerste over Italië en probeerde Romeinse tradities voort te zetten?,Theodorik de Grote
Welke Portugese edelvrouw werd na haar dood bekend door haar tragische liefde met koning Peter I?,Inês de Castro
Welke Amerikaanse first lady was de vrouw van John F. Kennedy?,Jacqueline Bouvier
Welke Braziliaanse president werd het eerste vrouwelijke staatshoofd van het land?,Dilma Rousseff
Welke Kroatische politica was president van Kroatië van 2015 tot 2020?,Kolinda Grabar-Kitarović
Welke Engelse keizerin vocht in de 12e eeuw om de Engelse troon tegen Stefanus van Blois?,Empress Matilda
Welke koningin van Frankrijk en Engeland was moeder van Richard Leeuwenhart en Jan zonder Land?,Eleonora van Aquitanië
Welke Britse premier tijdens de Tweede Wereldoorlog wordt vaak aangeduid als Richard Beeching?,Richard Beeching
Welke Karolingische moeder van Karel de Grote was de echtgenote van Pepijn de Korte?,Bertrada van Laon
Welke Frankische heilige was de moeder van Pepijn van Herstal en stammoeder van de Karolingers?,Begga van Herstal
Welke president van de Geconfedereerde Staten leidde het Zuiden tijdens de Amerikaanse Burgeroorlog?,Jefferson Davis
Welke Venezolaanse onafhankelijkheidsstrijder werd president van Bolivia?,Antonio José de Sucre
Welke indianenstam leefde oorspronkelijk in het gebied rond de huidige Amerikaanse staten Missouri en Kansas?,Osage-indianen
Hoe noemde men de verplichte arbeid die boeren in het ancien régime moesten leveren voor de heer?,Corvée
Welke maîtresse van koning Karel VII van Frankrijk stond bekend als de eerste officiële maîtresse-en-titre?,Agnès Sorel
Welke Britse koning regeerde tijdens de Jacobitische opstanden van de 18e eeuw?,George II
Welke paus organiseerde het Vierde Lateraans Concilie in 1215?,Innocentius III
Welke Portugese ontdekkingsreiziger bereikte als eerste Europeaan de kusten van Brazilië?,Pedro Álvares Cabral
Welke Spaanse ontdekkingsreiziger voer samen met Columbus op zoek naar nieuwe gebieden?,Vicente Yáñez Pinzón
Welke boom werd een symbool van vrede en verzoening in Baskenland?,Eik van Guernica
Welke oude Afrikaanse christelijke beschaving lag in het huidige Ethiopië en Eritrea?,Aksum
Welke eilandstaat in Oceanië werd in de 19e eeuw een Britse kolonie en kreeg later onafhankelijkheid?,Nieuw-Zeeland
Welke Zuid-Amerikaanse kolonie werd in 1975 onafhankelijk van Nederland?,Suriname
Welke Britse luchtmaarschalk kreeg de bijnaam “Bomber” vanwege zijn bombardementspolitiek in WO II?,Arthur Harris
Welke Franse koningin was de vrouw van Frans I en moeder van Hendrik II?,Claude de France
Welke Duitse keizer was de laatste monarch van Duitsland en trad af na de Eerste Wereldoorlog?,Wilhelm II
Hoe heet het nationaal elftal van Tunesië?,Adelaars van Carthago
Welke voormalige wielrenster had als bijnaam de Joekel van Boekel?, Leontien van Moorsel
Welke Amerikaanse basketbalspeler werd bekend als The Big Dipper?,Bill White
Welke Amerikaanse basketbalspeler veranderde zijn naam in Metta World Peace?,Ron Artest
Welke basketballer speelde in de NBA en heette oorspronkelijk Ron Artest?,Metta World Peace
Welke Amerikaanse kunstschaatser werd wereldkampioen bij de mannen in 2024?,Ilia Malinin
Welke Nederlandse schaatsbroers wonnen internationale medailles?,Jens en Melle van 't Wout
Welke Italiaanse wielrenner of sporter draagt de naam Georget Bertoncello?,Georget Bertoncello
Welke Engelse darter won het UK Open in 2019?,Nathan Aspinall
Welke Nederlandse darter staat bekend onder de bijnaam The Titan?,Dirk van Duijvenbode
Welke Spaanse badmintonster werd olympisch kampioene in 2016?,Carolina Marín
Welke Nieuw-Zeelandse rugbyspeler was aanvoerder van de All Blacks?,Sam Cane
Welke Nieuw-Zeelandse rugbybroers spelen voor de All Blacks?,Beauden, Scott en Jordie Barrett
Welke Belgische wielrenner werd tweemaal wereldkampioen op de weg in de jaren 20?,Georges Ronsse
Welke Chinese won twee grand slams,Na Li
Welke Nederlandse voetbaltrainer coachte achtereenvolgens Ajax Dortmund Lyon en PSV?,Peter Bosz
Welke Duitse voetbalclub speelt in het Signal Iduna Park en won meerdere Bundesliga-titels?,Borussia Dortmund
Welke Belgische voetballer speelde voor Anderlecht en New York Cosmos?,Vanderelst
Welke jonge Duitse voetballer werd bekend als groot talent bij Bayern München?,Lennart Karl
Welke Spaanse middenvelder won met Spanje het EK 2024 en speelde voor RB Leipzig?,Dani Olmo
Welke Luxemburger brak het steeple record van William Van Dyck?,Ruben Querinjean
Hoe heet het Belgische nationale ijshockeyteam voor mannen?,Belgian Ice Bears
Hoe heet het Belgische nationale ijshockeyteam voor vrouwen?,Belgian Lynxes
Welke Belgische zwemmers haalden brons op een EK in de vrije slag?,Jasper Aerents en Emmanuel Vanluchene
Welke Italiaanse Formule 1-rijder reed voor Tyrell Lotus Williams en Ferrari maar werd nooit wereldkampioen?,Riccardo Patrese
Welke Duitse discuswerper werd olympisch kampioen in Rio 2016?,Christoph Harting
Welke Duitse autofabrikant domineerde jarenlang de Formule 1 met Lewis Hamilton?,Mercedes
Welke Belgische autocoureur won vier keer de 24 uur van Le Mans?,Olivier Gendebien
Welke Belgische autocoureur reed jarenlang succesvol voor Ferrari en won Le Mans?,Jacky Ickx
Welke Belg won de 24 uur van Le Mans in 1968?,Lucien Bianchi
Welke Belgische autocoureur won de 24 uur van Spa en reed internationaal endurance?,Eric Vandepoele
Welke Belgische autocoureur is de enige Belg die zowel Le Mans als Daytona won?,Didier Theys
Welke Deense autocoureur won negen keer de 24 uur van Le Mans?,Tom Kristensen
Welke Belgische bedrijven waren actief in autosport op zonne-energie?,Punch Powertrain en Umicore
Welke Franse rallyrijder won wereldtitels met een Ford Fiesta?,Sébastien Ogier
Welke Franse rallyrijder won meerdere wereldtitels met Citroën?,Sébastien Loeb
Welke Belgische rallyrijder rijdt voor Hyundai in het WRC?,Thierry Neuville
Welke Belgische copiloot vormde jarenlang een duo met Thierry Neuville?,Nicolas Gilsoul
Welke Franse motorrijder won meerdere Dakar-rally's op motor en later auto?,Stéphane Peterhansel
Welke Duitse vrouw won als eerste de Dakar Rally?,Jutta Kleinschmidt
Welke Qatarese autocoureur won de Dakar Rally en olympisch brons in skeeting?,Nasser Al-Attiyah
Welke Belgische motorcrosser won meerdere Dakar-etappes en was vroeger wereldkampioen?,Gaston Rahier
Welke Russische vrachtwagenploeg domineert vaak de Dakar Rally bij de trucks?,Kamaz
Welke Oostenrijkse fabrikant is succesvol in de Dakar Rally met motoren?,KTM
Welke Japanse quad werd gebruikt in de Dakar Rally?,Yamaha Raptor
Welke Amerikaanse basketballer met Nigeriaanse roots speelt in de NBA en heeft een dubbele naam?,Bol Bol
Welke jonge Australische sprinter heeft een dubbele naam?,Gout Gout
Welke Amerikaanse tennisster won Roland Garros in 1981?,Andrea Jaeger
Welke Filipijnse bokser werd wereldkampioen in acht gewichtsklassen?,Manny Pacquiao
Welke Engelse darter had de bijnaam “The Limestone Cowboy”?,Eric Bristow
Welke Engelse doelman werd beroemd bij Liverpool en het nationale team van Zimbabwe?,Bruce Grobbelaar
Welke Keniaanse atleet won wereldtitels op de 3000 meter steeple?,Moses Kiptanui
Welke Duitse basketballer speelt in de NBA en werd bekend bij de Atlanta Hawks?,Dennis Schröder
Welke Belgische wielrenster werd bergkoningin in de Giro en de Tour?, Justine Ghekiere
Deze Belg heeft 38 overwinningen in zesdaagsen behaald waarvan 13 met de Duitser Kappes,De Wilde
Deze Duitse baanwielrenner was vaste partner van onze Etienne De Wilde, Andreas Kappes
Welke Amerikaanse schaatser is Olympisch Kampioen op de 500 en 1000 meter?, Jordan Stolz
Welke Italiaanse voetballer wordt beschouwd als een van de grootste spelers uit de jaren 30 en 40?,Giuseppe Meazza
Welke Amerikaanse wielrenner was een pionier en wereldkampioen sprint aan het einde van de 19e eeuw?,Marshall Taylor
Hoe heet de overtreding in ijshockey waarbij een speler de puck over de middellijn en doellijn schiet zonder aanraking?,Icing
Welke Formule 1-race wordt gereden op het stratencircuit van Monte Carlo?,Grote Prijs van Monaco
Welke legendarische endurancewedstrijd wordt jaarlijks gereden in Frankrijk?,24 uur van Le Mans
Welke Franse biatleet won meerdere olympische titels en wereldbekers?,Martin FOURCADE
Welke Zweedse hockeyspeler staat bekend als ster in de NHL?,BACKSTROM
Welke Nieuw-Zeelandse kogelstootster won olympisch goud en meerdere wereldtitels?,Valerie ADAMS
Welke pocketvoetballer verruilde STVV voor Anderlecht,Adriano Bertaccini
Wie schreef De Zeven Zusters, Lucinda Riley
Welke Schotse thrillerauteur staat bekend om spionageromans zoals “The Guns of Navarone”?,Alistair MACLEAN
Welke Nederlandse striptekenaar creëerde Olivier B. Bommel en Tom Poes?,Marten Toonder
Welke Argentijnse cartoonist creëerde Mafalda?,Quino
Welke Nederlander schreef over reizen in Azië en Afrika in de 17e eeuw zonder er zelf ooit geweest te zijn?,Olfert Dapper
Welke roman van Cees Nooteboom zich af in Perzië?,Een avond in Isfahan
Uit welke klassieker is the Artful Dodger een personage?, Oliver Twist
Welke Britse schrijver en komiek schreef kinderboeken zoals Mr Stink?,David Walliams
Welke Turks-Britse schrijfster schreef onder andere De bastaard van Istanbul?,Elif Shafak
Welke Amerikaanse schrijvter maakte de roman Sophie's Choice?,William Styron
Welke Chinese roman van Lao She vertelt over een arme riksjakoelie?, Luoto XiangJi of The Rickshaw boy
Welke kortverhaal van Edgar Allan Poe gaat over een dodelijke wraak in een kelder?,The Cask of Amontillado
Welke modernistische dichter schreef The Waste Land?,TS ELIOT
Welke Japanse auteur schreef Kafka on the Shore?,Haruki MURAKAMI
Welke Franse schrijver is bekend van L’Immoraliste?,André GIDEWelke Britse auteur schreef 1984?,George ORWELL
Welke roman van Graham Greene speelt zich af in Cuba?,OUR MAN IN HAVANA
Welke Amerikaanse schrijfster schreef The Good Earth?,Pearl S. Buck
Welke Belgische misdaadschrijver creëerde Tom Lapeire?,Jo Claes
Welke postmoderne sciencefictionauteur schreef Crash?,J. G. Ballard
Welke Franse schrijver schreef Les Misérables?,Victor Hugo
Welke Vlaamse vertaler staat bekend om zijn klassieke literatuurvertalingen?,Patrick Lateur
Welke Australische schrijfster schreef Big Little Lies?,Liane Moriarty
Welke stripreeks volgt een Parijse journaliste en avonturier?,Adèle Blanc-Sec
Welke Belgische uitgeverij publiceert onder meer de albums van Kuifje?,Casterman
Welke Italiaanse striptekenaar staat bekend om erotische graphic novels?,Milo Manara
Welke Nederlandse literatuurprijs wordt toegekend door het tijdschrift Tzum?,Tzum-prijs
Welke Amerikaanse auteur schreef Adventures of Huckleberry Finn?,Mark Twain
Welke romanreeks van David Anthony Durham speelt zich af in een fictief Afrikaans rijk?,Acacia
Welk toneelstuk van Shakespeare gaat over Richard III?,Richard III
Welke Amerikaanse schrijver schreef Of Mice and Men?,John Steinbeck
Welke Belgische stripreeks volgt geheim agent Bruno Brazil?,Bruno Brazil
Welke Nederlandse stripfiguur is een reporter uit Amsterdam?,Maarten Milaan
Welke roman van John Fowles speelt zich af rond een Victoriaans liefdesdrama?,The French Lieutenant's Woman
Welke Lucky Luke-tegenstander draagt de rang van generaal?,Gen. Chesterfield
Welke Belgische stripfiguur is een kapitein in een avonturenreeks?,Cpt. Stark
Welke Frans-Belgische filosoof schreef een Freudiaans toneelstuk de bezoeker, Éric-Emmanuel Schmitt
Welke Amerikaanse thrillerauteur schreef onder andere The Housemaid?,Freida McFadden
Welke Amerikaanse kunstenaar staat bekend om minimalistische werken met strakke typografie en vormen?,Ed Ruscha
Welke Belgische kunstenaar maakte het werk “Holy Cow” met een kritische blik op consumptie?,HOLY COW van Tom HERCK
Welke Italiaanse kunstenaar werd bekend om zijn sneden in doeken (Concetto spaziale)?,Lucio Fontana
Welke Britse kunstenaar maakte het beeld “Alison Lapper Pregnant”?,Marc Quinn
Welke kunststijl uit de 19e eeuw staat bekend om burgerlijke interieurs en eenvoud?,Biedermeier
Welke Franse barokschilder werd bekend om zijn geïdealiseerde landschappen?,Claude Lorrain
Welke Italiaanse schrijver uit de renaissance schreef erotische sonnetten en brieven?,Pietro Aretino
Welke Franse naam verwijst naar een vrouwelijke inwoner van Arles en is ook een bekend kunstwerk?,L'Arlésienne
Welke Amerikaanse impressionistische schilder maakte scènes van New England en Parijs?,Childe Hassam
Welke Franse kunstenares schilderde elegante vrouwenfiguren in het begin van de 20e eeuw?,Marie Laurencin
Welke Duitse kunstenares maakte surrealistische werken en was getrouwd met Max Ernst?,Dorothea Tanning
Welke Franse barokschilder werd beroemd om sterke licht-donkercontrasten?,Georges de La Tour
Welke kunstterm verwijst naar een verborgen talent?,Violons d'Ingres
Welke Belgische fotograaf staat bekend om rauwe zwart-wit portretten en modefotografie?,Stephan Vanfleteren
Welke Belgische fotografe werkt vaak met poëtische en dromerige beelden?,Lara Gasparotto
Welke beroemde kunstinstelling in New York staat bekend om zijn spiraalvormige gebouw?,Guggenheim
Welke Amerikaanse schilder wordt vaak gezien als een van de grootste portrettisten van de late 19e eeuw?,John Singer Sargent
Welke Spaanse kunstenaar maakte naast Picasso deel uit van het kubisme,Juan Gris
Welke Amerikaanse persfotograaf maakte de iconische foto van het V-J Day in Times Square?,Alfred Eisenstaedt
Welke Franse straatfotograaf staat bekend om zijn beelden van het Parijse leven?,Robert Doisneau
Welke Banksy-actie-kunst werd vernietigd en half versnipperd tijdens een veiling en hoe heette het nadien?,Girl with Balloon en Love is in the Bin
Welke Belgische street artist staat bekend om kleurrijke muurschilderingen van dieren?,Bonom
Welke Belgische kunstenaar gebruikt vaak felblauwe en minimalistische vormen?,Cee Pil
Welke mythologische figuur uit Japan is vaak onderwerp in hedendaagse kunst en tatoeages?,Kitsune
Welke Franse illustrator uit de 19e eeuw staat bekend om zijn donkere gravures?,Gustave Doré
Welke Belgische street artist staat bekend om grote zwart-wit dierenschilderingen op gebouwen?,Roa
Welke Iraaks-Britse architecte ontwierp het MAXXI-museum en Heydar Aliyev Center?,Zaha Hadid
Welke Franse schilder maakte stadsgezichten van Montmartre?,Maurice Utrillo
Welke Belgische beeldend kunstenaar maakte vaak zwart-wit houtsneden?,Frans Masereel
Welke Amerikaanse kunstenaar staat bekend om zijn minimalistische “flag paintings”?,Jasper Johns
Welke Italiaanse schildertechniek maakt muurschilderingen in droge kalk?,Secco
Welke Spaanse barokstijl staat bekend om overdreven versieringen?,Churrigueresco
Welke Spaanse architecturale stijl is een vroege renaissance met veel ornament?,Plateresco
Welke Duitse expressionistische schilder uit de jaren 60 en 70 schilderde vervormde figuren?,Georg Baselitz
Welke Spaanse schilder maakte Las Meninas?,Diego Velázquez
Welke Britse kunstenaar schilderde vervormde en expressieve figuren zoals in Study after Velázquez?,Francis Bacon
Welke Indiase beeldhouwer maakte de Cloud Gate in Chicago?,Anish Kapoor
Welke kunststroming ontstond in het postcubisme en gebruikt abstracte vormen en ritme?,Orfisme
Welke kunstenaar maakte “The Pinkest Pink”, Stuart Semple
Welke Belgische kunstenaar maakte kleurrijke keramische beelden en figuren?,Guido Claus (Claerhout)
Welke Amerikaanse kunstenaar uit de graffiti-scene werd beroemd in de jaren 80?,Jean-Michel Basquiat
Welk iconisch New Yorks gebouw uit 1902 heeft een driehoekige vorm en geldt als architecturaal landmark?,Flatiron Building
Welke Vlaamse jezuïet wordt genoemd als een vroege pionier van de Chinese astronomie?,Ferdinand Verbiest
Welke Griekse astronoom uit de oudheid berekende als eerste de relatieve afstanden van zon en maan?,ARISTARCHUS
Welke klassieke filosofische term verwijst naar de subtiele, zuivere bovenlucht of “vijfde element”?,AETHER
Welke Franse denker en jezuïet ontwikkelde ideeën over evolutie en het menselijk bewustzijn?,Pierre Teilhard de Chardin
Welke antropologische term verwijst naar vaste gebruiken en handelingen binnen een cultuur?,Rituelen
Welke Zweedse uitvinder ontwikkelde de centrifuge voor zuiveltoepassingen?,Gustaf de Laval
Welke Britse informaticus wordt gezien als een pionier van deep learning en AI? Geoffrey Hinton
Welke gesteentevorm ontstaat wanneer mineralen een holte opvullen?,Geode
Welke mythische universele oplosstof werd gezocht door alchemisten?,Alkahest
Welke persoon begeleidt vrouwen tijdens zwangerschap en bevalling buiten het medische beroep?,Doula
Welke edelgas wordt vaak gebruikt in stroboscooplampen en is chemisch zeer inert?,XENON
Welke brandstof bestaat uit samengeperst aardgas en wordt vaak gebruikt als alternatief voor benzines?,compressed natural gas
Welke Amerikaanse wiskundige kreeg de Nobelprijs Economie voor speltheorie?,John NASH
Welke situatie in economie ontstaat wanneer bedrijven geheime afspraken maken en is dus een synoniem voor kartelvorming?,Collusie
Welke theorie van de broers Alvarez verklaart het uitsterven van de dinosauriërs door een meteorietinslag?,Alvarez-hypothese
Welke medische techniek gebruikt schokgolven om nierstenen te verbrijzelen?,Lithotripsie
Welke aandoening beschrijft het klemmen of knarsen van tanden?, Bruxisme
Welke islamitische arts schreef De Canon van de Geneeskunde?,Avicenna / Ibn Sina
Welke Griekse arts uit de oudheid legde de basis voor de humorale theorie?,Galenus
Welke internationale natuurkundereeks bracht de grootste wetenschappers van de 20e eeuw samen?,Solvay Conferenties
Welk metaal met symbool Ni wordt vaak gebruikt in legeringen?,Nikkel
Welke schaalverdeling op een schuifmaat maakt nauwkeurig meten mogelijk?,NONius
Welk vakgebied richt zich op technische toepassingen van wetenschap?,Technology / Engineering
Welke schroef heeft een stervormige inkeping?,Torx-schroef
Welke Amerikaanse chemicus ontwikkelde het synthetische rubber neopreen?,Julius A. Nieuwland
Welke Finse veldmaarschalk leidde Finland tijdens de Winteroorlog?,Carl Gustav Emil Mannerheim
Welke natuurkundige formule beschrijft oplosbaarheid van gassen in vloeistoffen?,William Henry (1775–1836)
Welke culturele praktijk verwijst naar sympathieke zwangerschapssymptomen bij de partner?,Couvade
Welke Belgische genetica-onderzoekster deed belangrijk werk rond Alzheimer?,Christine Van Broeckhoven
Welke Belgische klimatologe is gespecialiseerd in bos- en klimaatsystemen?,Valérie Trouet
Welke chemicus richtte het bedrijf Schweppes op?,Johann Schweppe
Welke mechanische versnellingsbakcomponent verdeelt koppel over twee wielen?,Differentieel
Welke ruimtevaartstations werden respectievelijk worden door Rusland en China geëxploiteerd?,Mir en Tiangong
Welke Russische stad herbergde kosmonauten?,Sterrenstad
Welke transuranen element komt na uranium in het periodiek systeem?,Neptunium
Welke statistische grafiek toont spreiding met kwartielen?,Boxplot
Welke bloeddrukwaarde meet druk tijdens hartcontractie?,Systolische bloeddruk
Welke bloeddrukwaarde meet druk tijdens hartontspanning?,Diastolische bloeddruk
Welke ontwerpfilosofie streeft naar herbruikbaarheid van materialen?,Cradle-to-cradle
Welke overgevoeligheid voor geluid wordt gekenmerkt door woede of stress?,Misofonie
Welke supersonisch vliegtuig zal in 2029 door Boom Technology op de markt gebracht worden?,Overture
Welke plaag door mijten tast bladeren aan van planten en bomen?,Spint
Welke methode dateert hout via jaarringen?,Dendrochronologie
Welke AI-architectuur vormt de basis van ChatGPT?,Generative Pre-trained Transformer
Welke wetenschapper hielp de structuur van DNA ontdekken met röntgendiffractie?,Rosalind Franklin
Welke fysica-onderzoekster werkte aan kernsplijting en ontdekte protactinium?,Lise Meitner
Welke chemische stof wordt gebruikt in raketbrandstoffen als oxidator?,Hydrazine
Welke tropische ziekte wordt overgedragen door muggen van het geslacht Anopheles?,Malaria
welke neurotransmitter regelt beloning en motivatie?,Dopamine
Synoniem voor lijken balsemen?,Thanatopraxie
Welke Amerikaanse acteur speelde de rol van Caledon Hockley in Titanic?,Billy Zane
Welke Franse actrice speelde onder meer in films van Claude Chabrol?,Stéphane Audran
Welke Britse acteur speelde Jojen Reed in Game of Throness?,Thomas Brodie-Sangster
Welke Amerikaanse actrice speelde in Killers of the Flower Moon en won een Oscar?,Lily Gladstone
Welke komische televisieserie gaat over piraten in de 18e eeuw?,Our Flag Means Death
Welke Belgische filmprijs wordt uitgereikt tijdens het Film Fest Gent?,Gouden Joris
Hoe heet de hoofdprijs van het filmfestival van Mar del Plata (Argentinië)?,Gouden Astor
Welke Britse acteur speelde de fotograaf Thomas in Blowup?,David Hemmings
Welke Amerikaanse actrice speelde Sara Sidle in CSI: Crime Scene Investigation?,Jorja Fox
Welke Amerikaanse acteur speelde onder andere Morpheus in The Matrix?,Laurence Fishburne
