vraag,antwoord
Wat is de hoofdstad van Turkmenistan, Asjgabat
Wat is de hoofdstad van Kirgizië, Bisjkek
Welke woestijn ligt tussen de Amu Darya en Sir Darya, Kyzilkum
Welke woestijn bedekt 70% van Turkmenistan, Karakum
Welke Europese richtlijn ligt aan de basis van Natura 2000?,Habitatrichtlijn
Welke Franse havenstad tegenover Brest ligt aan de overkant van de Rade de Brest?,Crozon
Welke gebergte vormt een zuidelijke uitloper van de Dinarische Alpen in Albanië?,Prokletije
Welke kronkelige zijrivier van de Donay vormt aan het einde deels de grens van Bulgarije met Servië?,Timok
Welke hoogste piek ligt in het Tatragebergte?,Gerlachovský štít
Welke dynastie werd gesticht door Saladin?, Ajoebiden
Welke provincie is de meest bevolkte van Papoea-Nieuw-Guinea?,Morobe
Welke Beierse stad aan de Donau is het hoofdkwartier van Audi?, Ingolstadt
Welke Beierse stad vormt het noordelijkste punt van de Donau?, Regensburg
Welke stad aan de Donau is de derde grootste van oostenrijk?, Linz
Welke Hongaarse stad is de derde grootste van het land en ligt aan de Donau?, Györ
Welke Hongaarse universiteitsstad ligt aan de Tisza?, Szeged
Welke Kroatische regio bevindt zich tussen de Drava en de Sava?, Slavonië
Welke Griekse stad heeft een naam die goed oog betekent?, Kalamata
Hoe heet de Nederlandse prijs voor het spannendste boek?, Gouden Strop
Welke Nederlander die voordien voorzitter was van de jury won de Gouden Strop in 2018 en 2025?, Willem Asman
Welk boek is de opvolger van The Lincoln Lawyer?,The Brass Verdict
Welke Spaanse testrijdster stierf in 2013 vermoedelijk aan neurologische gevolgen van een crash?, Maria De vilotta
Welke Noorse biatleet won acht olympische gouden medailles?,Ole Einar Bjørndalen
Wie werd in 2025 wereldkampioen in de Formule E, Oliver Rowland
Welke Nederlandse rolstoeltennisster won 21 Grand Slams tussen 2002 en 2012 en stond quasi onafgebroken op nummer één van de wereldranglijst?,Esther Vergeer
Voor welke volleyballclub uit Waals Brabant speelde de intussen al 9 jaar vermiste Stephen Shittu het laatst?, Axis Guibertin
Welke Sovjet-doelman werd “de zwarte spin” genoemd?,Lev Jasjin
Welke NBA-club speelt in Ohio en won de titel in 2016?,Cleveland Cavaliers
Welke NBA-club speelt in Oklahoma?,Oklahoma City Thunder
Welke sterspeler is actief bij de Minnesota Timberwolves?, Anthony Edwards
Welke stad levert mogelijk voor het eerst een NBA-team?, Las Vegas
Welke ploeg keert mogelijk terug in de NBA?, Seattle Supersonics
Welke Serviër steelt de show bij de Denver Nuggets?, Nikola Jokic
Welke 19-jarige speler van de Dallas Mavericks is de eerste teenager die 50 scoorde in een wedstrijd?, Cooper Flagg
Welke speler van de LA Lakers is nu recordhouder van het aantal wedstrijden in de NBA?, Lebron James
Hoe heet een pass tot kortbij de korf waarna de aangespeelde ploegmaat de bal maar voor het inleggen heeft vaak met een dunk?, Alley Oop
Welke speelster voerde de onderhandelingen over het salaris in de WNBA?, Breanna Stewart
Bij welke twee ploegen speelt Emma Meesseman?, Fenerbahce en New York Liberty
Bij welke twee ploegen speelt Julie Lallemand?, Fenerbahce en LA Sparks
Bij welke twee ploegen speelt Julie Van Loo?, Mersin en LA Sparks
Hoe heet de dochter van Kim Clijsters die geselecteerd is voor de Nike Hoop Challenge?, Jada Lynch
Welke Belgische volleyballer speelt voor Milaan en behoort tot de absolute wereldtop?, Ferre Reggers
Welke Amerikaanse bokser doorliep vijf gewichtscategorieên tussen 2008 en 2025 en was zijn hele carrière van 42 kampen ongeslagen?, Terence Crawford
Welk zwaargewicht uit 2004 is ongeslagen en wordt door zijn vele knock-outs vergeleken met Mike Tyson?, Moses Itauma
Welke Chinees werd als eerste wereldkampioen snooker in 2025?, Zhao Xintong
Wie won het WK snooker in 2024?, Kyren Wilson
Hoe heten de vrouw en de nieuwe vriendin van Ruben Van Gucht?,Valentine Besard en Charlotte van Looy
Welke Griek heeft na Armand Duplantis de beste sprongen aller tijden op zijn naam indoor en outdoor?, Karalis
Hoe heet de Franse choreograaf die zowat de halve internationale top begeleidt in het kunstschaatsen?, Benoît Richaud
Welke Belgische gewichthefster nam deel aan de Olympische Spelen?,Nina Sterckx
Welke Hongaarse voetbalcoach won Europese bekers met Benfica?,Béla Guttmann
Welke Baskische wielerploeg droeg de naam van een telecombedrijf?,Euskaltel-Euskadi
Welke wielerploeg bestaat uit renners met diabetes?,Team Novo Nordisk
Welke Oekraïense traint Jutta Leerdam?, Kosta Poltavelts
Welke Amerikaanse rallyrijder en stuntman overleed in 2023?,Ken Block
Welke Estse rallyrijder werd wereldkampioen in 2019 en doorbrak daarmee de hegemonie van Ogier?,Ott Tänak
Wie werd rookie of the year in 2024-2025 en haalde een triple double voor San Antonio Spurs bij de Dallas Mavericks, Stephon Castle
Welke Britse tennisster presenteerde Wimbledon op tv?,Sue Barker
Voor welk land kwam Merlene Ottey in het tweede deel van haar carrière uit?, Slovenië
Welke Engelse club die nu actief is in de derde klasse heeft het recordaantal deelnames aan de tweede klasse? De stad ligt in Zuid-Yorkshire, Barnsley
Welke twee Belgen staan in de top 100 van het snooker?, Mertens en Leclercq
Welke Belgische wielrenner won Parijs-Roubaix in 2019?,Yves Lampaert
Welke Kortrijkse wielrenner reed tussen 2011 en 2017 voor Quick-Step en tussen 2024 en 2025 voor Visma?,Julien Vermote
Welke Belgische gewichtheffer was wereldkampioen in de jaren 70?,Serge Reding
Welke NFL-team speelt in Wisconsin?,Green Bay Packers
Welke Noorse biatleet won vijf maal de wereldbeker tussen 2018 en 2025 en haalde met 91 het grootste aantal overwinningen?,Johannes Thingnes Bø
Welke Nederlandse rolstoeltennisster bereikte de calendar slam in 2021 22 en 23?,Diede de Groot
Welke club speelde Lev Jasjin zijn hele carrière?,Dynamo Moskou
Welke ster speelde bij Oklahoma naast Durant?,Russell Westbrook
Welke bijnaam heeft Mark Williams?,The Welsh Potting Machine
Welke bijnaam heeft Tony Drago?,The Tornado
Welke klassieke rittenwedstrijd won Sean Kelly zeven maal op rij?,Parijs-Nice
Welke van de vijf monumenten heeft Sean Kelly nooit gewonnen?, Ronde van Vlaanderen
Welke bijnaam had Francesco Moser?,Lo Sceriffo
In welk Afrikaans land is Red Bull actief als voetbalclub, Ghana
Welk Engels en welk Frans voetbalteam hebben Red Bull als minderheidsaandeelhouder, Leeds en FC Paris
Hoe heten de voormalige B-teams van Red Bull Racing, Toro Rosso en Alpha Tauri
Waar is Redbull Racing gevestigd?, Milton Keynes
Hoe heet het Duitse evenement waarbij waaghalzen in zelfgemaakt vliegplunje van een schans van 10 meter springen in het water, Flugtag
Wie is kapitein van het Zuid-Afrikaanse team dat de wereldbeker won in 2024, Siya Kolisi
Welke Ierse rugby-ster heeft een Lemmy, Mack Hansen
Wie is de nieuwe CEO van Red Bull voor corporate projects en new investments, Oliver Mintzlaff
Welk Japans voetbalteam speelt onder de vleugels van Red Bull, Omiya Ardija uit Saitama
Wie leidt Red Bull Racing, Laurent Mekies
Wie is anno 2026 de tweede rijder bij Red Bull, Isack Hadjar
Welk fenomeen in de vernieuwde formule 1 moet de batterij supersnel opladen maar zorgt ook voor levensgevaarlijke verschillen in snelheid, Superclipping
Welke behendigheidsdiscipline in de motorsport is afgeleid van een Indische combinatie van atletiek en ruiterij?,Gymkhana
Welke Russische tsarina regeerde van 1762 tot 1796?,Catharina de Grote
Welke historische figuur stond bekend als Vlad de Spietser?,Vlad Tepes
Hoe heet de vroege mensensoort die in Europa leefde tijdens het Paleolithicum?,Cro-Magnon
Welke Thaise koning stond bekend als Rama IX?,Bhumibol
Welke vrede in 1814 beëindigde de oorlog tussen de VS en Groot-Brittannië?,Vrede van Gent
Welke Amerikaanse seriemoordenaar stond bekend als de Night Stalker?,Richard Ramirez
Welke paus stond bekend om zijn controversiële levensstijl?,Benedictus IX
Welke zeeslag in de eerste Punische oorlog was waarschijnlijk de grootste zeeslag ooit inzake het aantal vechtende personen, Kaap Eknomos
Waar versloeg Saladin in 1187 de kruisvaarders?, Slag bij Hattin
Met welk schip werd Francis Drake de tweede man die rond de wereld voer?, The Golden Hind
Welke rijke lord sponsorde het onderzoek van Howard Carter en de vondst van Toetanchamon?, Lord Carnarvon
Hoe heet de zwarte schimmel die mogelijk een verklaring is voor de vloeg van de farao?, Aspergillus Niger
Hoe heette een zwaarbewapende Griekse infanterist?,Hopliet
Welk verdrag uit 1435 beëindigde de Bourgondische alliantie met Engeland?,Verdrag van Arras
Wie was lang de favoriete persoon aan het hof mogelijk minnaar van en zeker kandidaat om met Elizabeth I te trouwen na de dood van zijn eigen vrouw?, Robert Dudley
Welke Franse koning regeerde tijdens het begin van de Honderdjarige Oorlog?,Filips VI
Hoe noemen we de Slavische moslims in Bosnië die zich bedreigd voelden door de uitspraken van Karadzich en voor afscheiding pleitten?, Bosniakken
Naar welke plaats in Oudenburg is het kanaal vernoemd dat het kanaal Brugge-Oostende verbindt met de IJzer in Nieuwpoort?, Plassendale
Hoe stond de  Argentijnse dictatuur nog bekend?,Vuile Oorlog
De hoeveelste coalitieoorlog eindigde met de slag bij Waterloo?, Zevende
In welk gehucht proclameerde Wellington aan het Franse volk dat hij kwam om hen te bevrijden en hun rechtmatige koning te herstellen?, Malplaquet
Waar staat SS voor?, Schutsstaffe
Wie was commandant van Auschwitz I in het laatste jaar van het bestaan en nadien van Mittelbau-Dora?, Richard Baer
Hoe heetten de opzichters die gerecruteerd werden onder de Joodse gevangenen en bij de bevrijding vaak gelyncht werden door hun kampgenoten?, Kapo's
Welke oud-premier was de architect van het Vichy-regime met Pétain als dictator? Hij werd na de oorlog gefusilleerd, Pierre Laval
Welke Duitse duikbommenwerper werd gebruikt in WO II?,Stuka
Welke grafelijke dynastie heerste over Rome en zou van 940 tot 1040 zes pausen leveren?, Tusculum
Wie waren naast Constantijn II de zoons van Constantijn?,Constans I en Constantius II
Welke zeeslag in de Amerikaanse Burgeroorlog was beroemd om ijzeren schepen?,Slag bij Hampton Roads
Welke Bourgondische hertog stierf op het slagveld bij Nancy?,Karel de Stoute
Welke zus van Hendrik de Zeevaarder was de moeder van Karel de Stoute?, Isabella van Portugal
Welke dochter van Jan van Gent was de moeder van Hendrik de Zeevaarder?, Filippa van Lancaster
Welke Frankische koningin was de vrouw van Clovis?,Clotilde
Welke Sovjet-raket werd gebruikt in WO II?,Katyusha
Welke bijnaam kreeg de Sovjet-raketwerper?,Stalinorgel
Hoe noemden de Sovjets WO II?,Grote Vaderlandse Oorlog
Hoe heet een prehistorisch cirkelvormig monument van stenen?,Henge
Hoe heet het privéverblijf van de president in Delaware waar vaak diplomatieke gesprekken plaatsvinden? Het wordt militair beschermd en draagt codenaam Naval Support Facility Thurmont, Camp David
Hij was 2x president van de republiek Texas tussen 1836 en 1844 later federaal senator en gouverneur. Hij verzette zich tegen de unie en sloot zich aan bij de confederatie., Sam Houston
Welke Duitse kunstenaar uit Berlijn stond bekend om zijn sociaal-kritische werken?,George Grosz
Welke modeontwerper was ook creatief directeur bij Gucci en Yves Saint-Laurent en maakte films waaronde A Single Man?,Tom Ford
Welke Franse modeontwerper overleed in 2020?,Pierre Cardin
Hoe heet een interferentiepatroon dat ontstaat als twee sets met lijnen over elkaar heen gelegd worden met een verschillende hoek of afstand?, de Moiré
Welke 16de eeuwse Antwerpse architect en veelzijdig kunstenaar ontwierp het stadhuis van Antwerpen?, Cornelis Floris de Vriendt
Welke Italiaanse renaissancekunstenaar schilderde De School van Athene?,Rafaël
Welke Belgische bloemkunstenaar is wereldwijd bekend om zijn installaties?,Daniël Ost
Welke Franse straatkunstenaar staat bekend om zijn mozaïeken van videogamefiguren?,Invader
Welke 19e-eeuwse kunstbeweging wilde terug naar religieuze en middeleeuwse kunst?,Nazareners
Welke Duitse schilder was een van de leiders van de Nazareners?,Johann Friedrich Overbeck
Welke Amerikaanse kunstenaar was een pionier van het minimalisme met zijn specific objects en alleenstaande houten planken?,Donald Judd
Welke Duitse romanticus werd nogal cynisch door de nazi's gepromoot als echte Duitse kunst,Caspar David Friedrich
Welke Antwerpse schilder specialiseerde in copieuze markttaferelen stillevens en religieuze taferelen, Joachim Beuckelaer
Welke twee Franse kunstenaars schreven als eerste over het kubisme en brachten het mee in de praktijk?, Albert Gleizes en Jean Metzinger
Welke kunststroming rond Delaunay markeerde de overgang van kubisme naar abstracte kunst en had een kenmerkend kleurengebruik?,Orfisme
Welke Franse kubist en orfist mocht delen van de universiteit van Caracas ontwerpen?, Fernand Léger
Welke Frans straattheatergezelschap maakt gigantische marionetten?,Royal de Luxe
Welke Belgische architect mocht begin 2020 het interieur van de woning van Kim Kardashian en Kanye West onder handen nemen?,Vincent Van Duysen
Welke Oostenrijkse graficus en schrijver oefende met zijn roman Die Andere Seite grote invloed uit op Kafka?,Alfred Kubin
Welk schilder uit de Brugse School was een tijdlag conservator van het Groeningemuseum, Louis Reckelbus
Welke Italiaanse futurist beeldde beweging en snelheid uit in sculpturen?,Umberto Boccioni
In 2024 kwam Carl de Keyzer op de proppen met een virtuele reis door Rusland waarbij hij foto's ensceneerde met AI. Dit kwam hem op felle kritiek te staan en een bijna-ontslag uit Magnum, Putin's dream
Welke Britse surrealist maakte talloze schilderijen over WO I waaronder The Menin Road?,Paul Nash
Welke Argentijns-Italiaanse kunstenaar en boegbeeld van het spatialisme maakte sneden in doeken en bollen?,Lucio Fontana
Welke Italiaanse modeontwerpster was een rivale van Coco Chanel en werkte samen met Dali en Cocteau aan surrealistische ontwerpen?,Elsa Schiaparelli
Welke Braziliaanse architect ontwierp Brasília?,Oscar Niemeyer
Welke Vlaamse schilderes uit de 17e eeuw maakte stillevens?,Clara Peeters
Welk theatergezelschap richtte Lucas Vandervost op in 1987 en verliet hij in 2015?, De Tijd
Welke Franse fotograaf richtte in 1947 mee Magnum op, Henri Cartier-Bresson
Welke Belgische fotograaf is een meester van kleur en maakt deel uit van Magnum, Harry Gruyaert
Welke Britse Magnumfotograaf maakte de beruchte foto's van Bergen-Belsen, George Rodger
Welke Joodse Magnumfotograaf werd bekend om zijn foto's van de Spaanse burgeroorlog en stierf in Egypte tijdens de Suez-crisis, David Seymour
Welke jonge Belg doet onderzoek naar documentairefotografie en werd in 2015 nominee voor Magnum, Max Pinckers
Welke 40-jarige Belgische fotografe en lid van Magnum werd bekend met haar project met mensen die bij haar bleven slapen, Bieke Depoorter
Welke Magnumfotograaf verliet het collectief in 2017 omwille van een contract met investeerders van buitenaf, John Vink
Als welk personage werd Florence Nightingale bekend in de Victoriaanse folklore, The Lady with the Lamp
Welke seksueel overdraagbare aandoening wordt veroorzaakt door een Neisseria-variant?,Gonorroe
Welke wiskundige formuleerde zowel het sofa-probleem als het wormprobleem?, Leo Moser
Onder welk pseudoniem publiceerde een Braziliaanse wiskundige het boek De Man die leerde tellen?, Malba Tahan
Hoe heet een frauduleus investeringssysteem waarbij oude investeerders betaald worden met geld van nieuwe?,Ponzi scheme
Hoe heet een hulpmiddel om een bloeding tijdelijk af te knellen?,Tourniquet
Wie stichtte samen met Tim Berners-Lee de WWW foundation en trouwde in 2014 met hem?, Rosemary Leith
Wat is de wetenschappelijke naam voor tandvlees?, Gingiva
In de Egyptische kalender waren er 12 maanden met 30 dagen en dan nog 5 extra dagen. Hoe heetten die?, Epagomenale dagen
Hoe noemen we de daglengte van een hemellichaam dat rond zijn as draait ten opzichte van het hemellichaam rond het welke het draait?, Synodisch
Hoe noemen we de daglengte van een hemellichaam dat rond zijn as draait ten opzichte van veraf gelegen sterren?, Syderisch
Welke 18de eeuwse Britse jurist en filosoof was een vroege pleitbezorger van het utilitarisme?, Jeremy Bentham
Welke Franse filosoof en politiek activist stierf in 1984 aan HIV? Hij onderzocht de relaties tussen macht kennis en vrijheid, Michel Foucault
Hoe heet het Indiase maanprogramma?,Chandrayaan
Hoe heet de Japanse maanlander van JAXA?,SLIM
Hoe heet het oorspronkelijke volk en de isolate taal van het eiland Hoikkaido?, Aino
Welke Nederlandse student van Riemann breidde zijn integraal verder uit?, Stieltjes
Welke auto-immuunziekte veroorzaakt glutenintolerantie?,Coeliakie
Welke Belgische astronaut werd geselecteerd door ESA?,Raphaël Liégeois
Welke Belgische arts was astronaute voor de ESA maar trok zich in 1993 terug uit het programma?,Marianne Merchez
Welk effect beschrijft dat warm water soms sneller bevriest dan koud?,Mpemba-effect
Welk broeikasgas werd vroeger gebruikt in tennisballen en schoenen en nu nog steeds bij hoogspanningskabels?, Zwavelhexafluoride
Wat is de historische eerste definitie van een meter zoals vastgelegd door Delambre en Méchain?, Een tienmiljoenste van een halve meridiaan door Parijs
Hoe heet warmtetransport via direct contact?,Conductie
Hoe heet warmtetransport via stroming?,Convectie
Welke aandoening veroorzaakt verkleuring van vingers door koude?,Ziekte van Raynaud
Wie ontwikkelde de eerste Coca-Cola?,John Pemberton
Waarvoor staat API in softwareontwikkeling?,Application Programming Interface
Wie ontwikkelde OpenClaw?, Peter Steinberger
Welk optisch apparaat creëert bewegende beelden door snel wisselende afbeeldingen?,Zoötroop
Welke Franse filosoof wordt gezien als grondlegger van het positivisme?,Auguste Comte
Wat is de wetenschappelijke naam voor tafelsuiker?, Sacharose
Lang voor Edison zou deze Britse scheikundige al experimenteren met gloeilampen maar het bekendst is hij van de naar hem genoemde mijnwerkerslamp, Davy
Welke medische term verwijst naar de maag?,Gastrique
Wat was naast het rijk der dieren en dat der planten het derde rijk in de taxonomie van Linnaeus?, Mineralen
Welke wetten beschrijven de stroom en spanning in elektrische netwerken?,Stroomwetten van Kirchhoff
Hoe noemen we een systeem om met vier basiskleuren waaronder zwart een groot aantal kleuren te kunnen verkrijgen door subtractieve kleurmenging?, CMYK
Welk biologisch fenomeen beschrijft verhoogde seksuele interesse bij nieuwe partners?,Coolidge-effect
Van welk orgaan dat tot de minst bestudeerde behoort heeft men eindelijk de zenuwbanen in kaart gebracht, clitoris
Welke Franse dichter werkte samen met Pierre Cardin en Elsa Schiaparelli en Coco Chanel en maakt een langspeelfilm Orpheus in 1949, Jean Cocteau
Welke Britse schrijver schreef High Fidelity naast ook nog Fever Pitch en About a Boy die alle verfilmd werden?,Nick Hornby
Welke term wordt gebruikt voor chicklit gericht op mannen?,Dicklit
Welke vrouwelijke uitgever stichtte Shakespeare and Company en gaf onder andere Ulysses uit?, Sylvia Beach
Welke Nederlandse voormalige bordeelhoudster schreef De roemlozen?,Justine le Clercq
Hoe heet het vervolg op de Kapellekesbaan?, Zomer te ter muren
Onder welk pseudoniem won de Chileense schrijfster Lucilla Alcayaga de Nobelprijs Literatuur in 1945?,Gabriela Mistral
Welke Vlaamse schrijver schreef eX en Donderhart? Hij stierf onverwacht in 2013,Thomas Blondeau
Welke Nederlandse stripfiguren zijn bekend om hun absurde humor?,Fokke & Sukke
Welke stripfiguur is de antiheld in een reeks van Willy Linthout?,Olivier Blunder
Welke Russische schrijver schreef Dode Zielen?,Nikolai Gogol
Welke roman vertelt het verhaal van Jack Crabb?,Little Big Man
Wie schreef de roman Little Big Man?,Thomas Berger
Wie schreef La disparition en Les revenentes in lipogramvorm?, Georges Perec
Welke roman van Jan Wolkers uit 1965 is in 1987 verfilmd door Theo van Gogh?, Terug naar Oegstgeest
Welke Portugese schrijver gebruikte heteroniemen?,Fernando Pessoa
Welke sciencefictionauteur schreef 2001: A Space Odyssey?,Arthur C. Clarke
Welke Vlaamse cultschrijver schreef verhalenbundels over marginale figuren?,Jean-Marie Berckmans
Welke stripfiguur is een tiener met rood haar uit Riverdale? Hij kreeg zijn eigen reeks en gaf later zijn naam aan een uitgeverij van comics,Archie of Archibald Andrews
Welke Engelse dichter schreef The Rime of the Ancient Mariner en was bevriend met William Wordsworth?,Samuel Taylor Coleridge
Welke Amerikaanse dichteres won de Nobelprijs Literatuur in 2020?,Louise Glück
Welke uitgeverij richt zich onder ander op non-fictie van Bart De Wever Jan Balliauw en Tom Van de Weghe?, Borgeroff & Lamberigts
Wie schreef Mary Poppins? Ze werd geboren als Helen Lyndon Goff en werd 96. Ze was niet tevreden met de verfilming door Disney in 1964, Pamela Lyndon Travers
Welke Nederlandse schrijver en wielerliefhebber schreef De Renner?,Tim Krabbé
Welke stripreeks werd gecreëerd door Jacques Martin en speelt zich af in de honderdjarige oorlog?,Tristan
Welke Amerikaanse schrijver schreef juridische thrillers zoals The Firm?,John Grisham
Welke stripfiguur leeft in de prehistorie en is het hoofdpersonage van de gelijknamige Amerikaanse comic van Hamlin?,Alley Oop
Wie schreef Demian onder de schuilnaam Emil Sinclair?,Hermann Hesse
Wie is de heldin uit de legende van Robin Hood?,Maid Marian
Hoe heet een oorspronkelijke Ierse clan?, Tuath
Welke tuath gaf zijn naam aan Ulster?, Ulaid
Welke mythische figuur was een soort Hercules van de Ierse clan der Ulaid?, Cu Chullain
Hoe heette de moeder van Perseus?, Danaë
Welke godin is koningin van de onderwereld in de Griekse mythologie?,Persephone
Hoe heet de God van het goede in het zoroastrisme?, Ahura Mazda
Welke nimf sprong hermaphroditus achterna om zich met hem te verenigen tot een tweeslachtig wezen?, Salmacis
Welke Noorse god is verbonden met zee en wind?,Njord
Welke oceanide godin baarde de 50 Nereïden?, Doris
Hoe heten zoetwaternimfen in de Griekse mythologie?,Naiaden
Welke zoetwaternimf werd door Orpheus weggeleid uit de onderwereld maar verdween opnieuw toen Orpheus het niet kon laten naar haar te kijken tijdens de tocht?, Eurydice
Wie is in de Soemerische mythologie de god van de afgrond en de wijsheid? Hij is vader van Marduk en Nanshe, Enki
Hoe heet de is een rabbijnse methode van Bijbel-exegese of commentaarstudie van de Thora?, Midrasj
Welke dieren staan symbool voor yin en yang in de Chinese cultuur?,Tijger en draak
Welke Mesopotamische godin van liefde en oorlog werd vereerd in Babylon?,Ishtar
Welke legendarische spookfiguur wordt vaak geassocieerd met kastelen?,La Dame Blanche
Welke joodse ceremonie markeert de volwassenheid van meisjes?,Bat Mitzvah
Welke kleine mythische wezens komen voor in fantasy?,Goblins
Hoe heten de Egyptische goden van hemel en aarde?, Nut en Geb
Aan het hof van welke koning beleven Tristan en Isolde hun tragische liefde?, Mark
Welk Tibetaans hondenras was populair aan het Chinese hof? Het heeft een lange vacht en wordt in China ook de hond met het chrysantengezicht genoemd, Shitzu
Welke reigersoort deelt zijn naam met een bier?,Kwak
Welke bloem is het symbool van de keizerlijke macht in Japan?, Chrysant
Welke Zuid-Amerikaanse knaagdier lijkt op een kleine hertachtige?,Mara
Wat is de andere naam voor een buidelmiereneter die ROA aanbracht in Freemantle Australië, Numbat
Welke vogel staat bekend om zijn gele kleur en zang?,Wielewaal
Welke katachtige leeft in Azië en heeft een gevlekte vacht?,Nevelpanter
Plant met oranje bloemen en zwarte centra, Suzanne-met-de-mooie-ogen
Welke schildpad leeft in Afrika en heeft een gevlekt pantser?,Luipaardschildpad
Welke kever staat bekend om zijn hoornachtige uitsteeksels?,Neushoornkever
Hoe heet een lange cowboyjas?,Duster
Welk type leer heeft een fluweelachtig oppervlak?,Nubuck
Welke grote gamebeurs vond jaarlijks plaats in Los Angeles?,E3
Voor welk merk deed Jean-Claude Van Damme een bekende split-reclame?,Volvo
Welk Brits tweeletterig automerk produceert sportwagens?,MG
Welk Frans automerk is verbonden aan Renault?,Alpine
Welk Spaans automerk is een sportieve tak van SEAT?,Cupra
Welk Japans luxemerk behoort tot Honda?,Acura
Welke satirische Belgische partij gebruikt een van de Afrikaanse big five als symbool?,Parti Rhinocéros
Hoe heet een middeleeuws kledingstuk zonder mouwen?,Tabberd
Hoe heet een kwastje aan een hoed of kledingstuk?,Pommel
In welk land is Red Bull ontstaan, Thailand
Wat was de oorspronkelijke naam van Red Bull?, Krating Daeng
Wie was de Thaise ondernemer die samen met Dietrich Mateschitz Red Bull oprichtte, Chaleo Yoovidhya
Welke stoffen vormen belangrijke elementen in Red Bull, taurine en caffeïne
Welke bekende Antwerpse club sloot in 2019?,Café d’Anvers
Welke drie takken van levensverzekeringen bestaan er? Ze beogen sparen beleggen of een combinatie,Tak 21 23 en 44
Welk bordspel draait rond vogels en natuur?,Wingspan
Wie werd Miss België 2026?,Olga Lombardo
Welke docu vertelde het verhaal over mensen van gemengd Belgisch en Kongolees bloed?,Metissen van België
Hoe heette het paard van Sinterklaas in de serie van Peeters en Mathijssen,Slecht Weer Vandaag
Welke term wordt gebruikt voor een onverwachte grote hit?,Snowball
Welke sociale media-app focust op spontane posts?,BeReal
Welk platform werd opgericht door Donald Trump?,Truth Social
Hoe heet Average Rob en zijn broer echt?, Robert en Arno Van Impe
Hoe heet de prijs voor online creators?, Jamies
