vraag,antwoord
Wat is de hoofdstad van Saudi Arabia,Riyadh
Wat is de hoofdstad van Senegal,Dakar
Wat is de hoofdstad van Serbia,Belgrade
Wat is de hoofdstad van Seychelles,Victoria
Wat is de hoofdstad van Sierra Leone,Freetown
Wat is de hoofdstad van Singapore,Singapore
Wat is de hoofdstad van Slovakia,Bratislava
Wat is de hoofdstad van Slovenia,Ljubljana
Wat is de hoofdstad van Solomon Islands,Honiara
Wat is de hoofdstad van Somalia,Mogadishu
Wat is de hoofdstad van South Africa,Pretoria
Wat is de hoofdstad van South Korea,Seoul
Wat is de hoofdstad van South Sudan,Juba
Wat is de hoofdstad van Spain,Madrid
Wat is de hoofdstad van Sri Lanka,Sri Jayawardenepura Kotte
Wat is de hoofdstad van Sudan,Khartoum
Wat is de hoofdstad van Suriname,Paramaribo
Wat is de hoofdstad van Sweden,Stockholm
Wat is de hoofdstad van Switzerland,Bern
Wat is de hoofdstad van Syria,Damascus
Wat is de hoofdstad van Taiwan,Taipei
Wat is de hoofdstad van Tajikistan,Dushanbe
Wat is de hoofdstad van Tanzania,Dodoma
Wat is de hoofdstad van Thailand,Bangkok
Wat is de hoofdstad van Timor-Leste,Dili
Wat is de hoofdstad van Togo,Lomé
Wat is de hoofdstad van Tonga,Nukuʻalofa
Wat is de hoofdstad van Trinidad and Tobago,Port of Spain
Wat is de hoofdstad van Tunisia,Tunis
Wat is de hoofdstad van Turkey,Ankara
Wat is de hoofdstad van Turkmenistan,Ashgabat
Wat is de hoofdstad van Tuvalu,Funafuti
Wat is de hoofdstad van Uganda,Kampala
Wat is de hoofdstad van Ukraine,Kiev
Wat is de hoofdstad van United Arab Emirates,Abu Dhabi
Wat is de hoofdstad van United Kingdom,London
Wat is de hoofdstad van United States of America,Washington, D.C.
Wat is de hoofdstad van Uruguay,Montevideo
Wat is de hoofdstad van Uzbekistan,Tashkent
Wat is de hoofdstad van Vanuatu,Port Vila
Wat is de hoofdstad van Vatican City,Vatican City
Wat is de hoofdstad van Venezuela,Caracas
Wat is de hoofdstad van Vietnam,Hanoi
Wat is de hoofdstad van Yemen,Sana'a
Wat is de hoofdstad van Zambia,Lusaka
Wat is de hoofdstad van Zimbabwe,Harare
